CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,ADDRESS,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,POTHOLES_REPAIRED,STREET_NO,STREET_DIRECTION,STREET_NAME,DEPARTMENT,USERGRPTITLE,GROUPID,GROUPDESC
SR17025212,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? March 6 2017  2) What was the time of day when the incident occurred? 0745  3) What was the type of incident? Close call  4) Which street were you crossing? Erkenbrecher  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. morning I was heading into work walking across the pedestrian crosswalk on Erckenbrecher that places you on the driveway leading up to the ED. The cars in the lane closest to me had stopped to allow me to cross and while I was in the middle of the street a car approaching in the farther lane was speeding and began honking their car while approaching the crosswalk. I was startled and threw my coffee up which subsequently landed on the hood of the approaching car. Apparently I did something wrong here and the driver parked her car and she and her passenger quickly got out of the car. They got in my personal space wielding an umbrella as a weapon verbally and physically threatening me screamed racial slurs at me (��?white bitch��? etc etc) and followed me as I tried to walk away. This was quite a scene and I��?m sure other people saw or at least heard the incident. Security from the ED must of heard because he started to walk towards us. The women got back into their car and left. I waved at the ED security guard to explain the situation but he seemed to think the situation was resolved. Maybe he didn��?t see me but I was surprised that he walked away without talking to me.  12) Please provide any additional information that may help us serve you. I am attending the Round Table discussion with CEO Michael Fisher to discuss this. I feel that having police at the crosswalks during peak hours (Patients and Staff) would prevent the aggressive driving behavior I experiences in this situation. My coworkers have expressed similar concerns due to similar experiences. ,31/03/2017 00:00:00,10:03:00,304 ERKENBRECHER AV CINC - GJ1580735538,304 ERKENBRECHER AV,AVONDALE,32,STANDARD,INTERNET,11300040094,31/03/2017 00:00:00,CCSRWEB,01/04/2017 00:00:00,,31/03/2017 00:00:00,31/03/2017 00:00:00,,1400438,422251,0,304,  ,ERKENBRECHER AV                 ,DOTE,,2842,DOTE-DEFAULT
SR17024638,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? Mar 27 2017  2) What was the time of day when the incident occurred? 6pm  3) What was the type of incident? Close call  4) Which street were you crossing? Albert Sabin Way  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. A UC employee leaving the employee parking garage almost hit pedestrian in crosswalk when the pedestrian had the walk light and the stop light was red. There were 5 to 6 officers standing on Albert Sabin directly in front of entrance to garage but they did not intervene. It was not clear if they were from CCHMC UC or Cincinnati.  12) Please provide any additional information that may help us serve you. This is a daily occurrence. I have almost been hit several times going both east and west on Albert Sabin on way to CCHMC employee parking garage at Kasota. We have to cross Burnet and people turning left and right bully pedestrians when they have the walk light. I have actually been hit crossing Burnet. ,29/03/2017 00:00:00,14:27:00,3245 BURNET AV CINC - GJ1598735168,3245 BURNET AV,CORRYVILLE,32,STANDARD,INTERNET,10400020013,29/03/2017 00:00:00,CCSRWEB,30/03/2017 00:00:00,,29/03/2017 00:00:00,29/03/2017 00:00:00,,1401071,420998,0,3245,  ,BURNET AV                       ,DOTE,,2842,DOTE-DEFAULT
SR17024380,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/25/2017  2) What was the time of day when the incident occurred? 2:30pm  3) What was the type of incident? Close call  4) Which street were you crossing? Paxton  5) What direction were you headed? East  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Turning left  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Crossing Paxton from Isabella by the pizza place heading towards the Kroger gas station.  A woman in a black SUV turned left in front of us while in the middle of the crosswalk.  12) Additional Comments? Very dangerous crosswalk crossing. ,28/03/2017 00:00:00,19:15:00,PAXTON AV & ISABELLA AV & WASSON RD,3703 PAXTON AV,OAKLEY,53,STANDARD,INTERNET,3900050067,28/03/2017 00:00:00,MOBILE,29/03/2017 00:00:00,,28/03/2017 00:00:00,28/03/2017 00:00:00,,1420427,422865,0,3703,  ,PAXTON AV                       ,DOTE,,2842,DOTE-DEFAULT
SR17023231,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? many  at least weekly  2) What was the time of day when the incident occurred? 8:00am  3) What was the type of incident? Close call  4) Which street were you crossing? Burnet Avenue  5) What direction were you headed? West  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. There have been numerous close calls involving vehicles going through red lights or making a left turn from Albert Sabin Way onto Burnet when pedestrians are in the crosswalk.  This is an on-going issue. ,24/03/2017 00:00:00,13:50:00,3245 BURNET AV CINC - GJ1598735168,3245 BURNET AV,AVONDALE,32,STANDARD,INTERNET,10400020013,24/03/2017 00:00:00,CCSRWEB,25/03/2017 00:00:00,,24/03/2017 00:00:00,24/03/2017 00:00:00,,1401089,421009,0,3245,  ,BURNET AV                       ,DOTE,,2842,DOTE-DEFAULT
SR17021907,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? March 21  2) What was the time of day when the incident occurred? Just before 8am  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. A light colored SUV was traveling west bound in observatory avenue and did not stop as my son and I were nearly half way across the street crossing with a crossing guard named Greg.  ,21/03/2017 00:00:00,08:27:00,2838 OBSERVATORY AV CINC - GJ2149835153,2838 OBSERVATORY AV,HYDE PARK,50,STANDARD,INTERNET,4000060041,21/03/2017 00:00:00,MOBILE,22/03/2017 00:00:00,,21/03/2017 00:00:00,21/03/2017 00:00:00,,1419060,420156,0,2838,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17021845,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/20/2017  2) What was the time of day when the incident occurred? 4:10 p.m.  3) What was the type of incident? Close call  4) Which street were you crossing? Delta  5) What direction were you headed? West  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. When the light turned green I headed into the intersection to cross Delta (running on the sidewalk on Observatory). The car turned from Observatory heading west to Delta north and failed to yield to me in the crosswalk. I had to yell and gesture to get her to stop.  12) Please provide any additional information that may help us serve you. This is 1 of 2 incidents I had on a 45 min run today in Hyde Park. People simply don't yield to pedestrians in the crosswalk when they are making a turn in their car. Adding signs to intersections to remind drivers to yield to pedestrians in the crosswalk would be an excellent place to start improving pedestrian safety. ,20/03/2017 00:00:00,16:49:00,OBSERVATORY AV & DELTA AV,3404 DELTA AV,HYDE PARK,49,STANDARD,INTERNET,3900010126,20/03/2017 00:00:00,CCSRWEB,21/03/2017 00:00:00,,20/03/2017 00:00:00,20/03/2017 00:00:00,,1421999,419773,0,3404,  ,DELTA AV                        ,DOTE,,2842,DOTE-DEFAULT
SR17020429,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/14/17  2) What was the time of day when the incident occurred? 7PM  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Numerous cars failed to yield to me as I tried to use the crosswalk outside of Knox Church to go to our Hyde Park Neighborhood Council meeting last night.  The cars failed to yield in both directions and one swerved around a stopped car that was waiting for me and almost came up and hit me in the parked car lane.  12) Please provide any additional information that may help us serve you. Cars zooming around stopped cars are a huge problem both here and in the crosswalks all over hyde park square - even if somebody DOES stop for you which is rare there are people behind them that cannot see you (because you are crossing in front of a car in front of them) and they just pull around and fly forward and you essentially have to wait in front of one lane of stopped traffic until another car in the second lane stops the pull-around traffic in the other lane before you can fully cross the crosswalk safely. ,15/03/2017 00:00:00,08:35:00,2741 OBSERVATORY AV CINC - GJ2112835122,2741 OBSERVATORY AV,HYDE PARK,49,STANDARD,INTERNET,4600050002,15/03/2017 00:00:00,CCSRWEB,16/03/2017 00:00:00,,15/03/2017 00:00:00,15/03/2017 00:00:00,,1417845,420117,0,2741,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17020390,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/14/17  2) What was the time of day when the incident occurred? 400 pm  3) What was the type of incident? Close call  4) Which street were you crossing? Across Erie from the little park to office bldg  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? No  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Car seemed to be speeding up as I tried to cross the street  12) Please provide any additional information that may help us serve you. The crosswalk at Erie and Marbug is so far from the 2 office buildings and Coffee Emporium and would have taken another 5 minutes to cross there ,14/03/2017 00:00:00,22:22:00,3330 ERIE AV CINC - GJ2267635655,3330 ERIE AV,HYDE PARK,51,STANDARD,INTERNET,3900010269,14/03/2017 00:00:00,CCSRWEB,15/03/2017 00:00:00,,14/03/2017 00:00:00,14/03/2017 00:00:00,,1423004,421610,0,3330,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
SR17020389,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/2/17  2) What was the time of day when the incident occurred? Afternoon  3) What was the type of incident? Close call  4) Which street were you crossing? Erie  5) Were you in a crosswalk when the incident occurred? Yes  6) What type of other vehicle was involved? Car or pickup truck  7) In what direction was the other party headed? East  8) What was the other party's intended movement? Straight  9) Did you report the incident to the Cincinnati Police? No  10) Describe the incident as specifically as possible. So often cars come through HP square going 50-60 mph plus. Very surprising since there are so many people and the police station is so close. Very dangerous. Never see anyone get pulled over.  11) Please provide any additional information that may help us serve you. Close calls all the time with people zooming through square and passed st Mary ,14/03/2017 00:00:00,22:15:00,2800 ERIE AV CINC - GJ2125735400,2800 ERIE AV,HYDE PARK,50,STANDARD,INTERNET,4100020011,14/03/2017 00:00:00,CCSRWEB,15/03/2017 00:00:00,,14/03/2017 00:00:00,14/03/2017 00:00:00,,1418314,421005,0,2800,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
SR17020247,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/11/2017  2) What was the time of day when the incident occurred? 7:30pm  3) Which street were you crossing? Madison  4) What direction were you headed? East  5) Were you in a crosswalk when the incident occurred? Yes  6) What type of other vehicle was involved? Car or pickup truck  7) In what direction was the other party headed? North  8) What was the other party's intended movement? Straight  9) Did you report the incident to the Cincinnati Police? No  10) Describe the incident as specifically as possible. The car did not attempt to stop for us as we tried to step into the crosswalk with our family. The driver stopped to yell that we shouldn't cross the street in front of an on coming car. We were at the crosswalk and he had ample time to stop but he was going about 40mph because it took him about 40' to stop his car. ,14/03/2017 00:00:00,13:22:00,3021 MADISON RD CINC -,3021 MADISON RD,OAKLEY,52,STANDARD,INTERNET,3900040085,14/03/2017 00:00:00,CCSRWEB,15/03/2017 00:00:00,,14/03/2017 00:00:00,14/03/2017 00:00:00,,1420380,425043,0,3021,  ,MADISON RD                      ,DOTE,,2842,DOTE-DEFAULT
SR17020178,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/4/2017  2) What was the time of day when the incident occurred? 10AM  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I waited at the cross walk while cars refused to stop for me and eventually I just made my way into the road and was nearly struck by an oncoming car.  Another car came so close to me going west that i actually reached out and banged on a window as it drove by me.  This is the single most unsafe crosswalk in the entire city and somebody it going to get killed soon.  Nobody understands or knows that you must STOP YOUR CAR for people in a crosswalk.  12) Please provide any additional information that may help us serve you. I'm going to take the time to note every instance of a car failing to stop and nearly striking me in this particular crosswalk at Observatory and Michigan and you're going to think I'm just making it up but you could nearly get hit hundreds of times in a single day just trying to walk back and forth on this incredibly dangerous crosswalk.  It does NOT matter that there are blinking lights and neon yellow signs everywhere people simply do not care and REFUSE to stop for anything other than a traffic light.  There has also never once ever in the 30 years I've lived here been a police officer handing our citations for failure to yield to a pedestrian at this (or any) crosswalk in Hyde Park. ,14/03/2017 00:00:00,11:28:00,2741 OBSERVATORY AV CINC - GJ2112835122,2741 OBSERVATORY AV,HYDE PARK,49,STANDARD,INTERNET,4600050002,14/03/2017 00:00:00,CCSRWEB,15/03/2017 00:00:00,,14/03/2017 00:00:00,14/03/2017 00:00:00,,1417845,420117,0,2741,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17020037,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/13/2017  2) What was the time of day when the incident occurred? 3:30 pm  3) What was the type of incident? Close call  4) Which street were you crossing? Langland during dismissal from Parker Woods  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? No  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. There is no sidewalk on langland just north of beechmont. walking north on langland on the east side of the street I have to walk in the street along with the traffic to pick up my child after school. it's really odd that the sidewalk abruptly ends and forces pedestrians (and young children) into the street to wash to our from school. every day I have to walk in the street with all the traffic to pick up my child. please fix immediately.  12) Additional Comments? there are ZERO crosswalks in and around Parker Woods Montessori. not sure why this is. it's a SCHOOL that has hundreds of children walking around. ,13/03/2017 00:00:00,22:25:00,4370 BEECH HILL AV CINC - GJ1284238305,4370 BEECH HILL AV,NORTHSIDE,75,STANDARD,INTERNET,19600240022,13/03/2017 00:00:00,MOBILE,14/03/2017 00:00:00,,13/03/2017 00:00:00,13/03/2017 00:00:00,,1391217,431896,0,4370,  ,BEECH HILL AV                   ,DOTE,,2842,DOTE-DEFAULT
SR17019235,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? All the time  2) What was the time of day when the incident occurred? Any time of day  3) What was the type of incident? Close call  4) Which street were you crossing? Liberty  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Turning left  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Cars don't respect pedestrians in crosswalks at Liberty and Sycamore.  It's a busy pedestrian intersection but turning cars completely ignore pedestrians.  12) Please provide any additional information that may help us serve you. Street calming is needed. ,10/03/2017 00:00:00,11:07:00,335 MILTON ST CINC - GJ1533332303,335 MILTON ST,MOUNT AUBURN,18,STANDARD,INTERNET,8600020332,10/03/2017 00:00:00,CCSRWEB,11/03/2017 00:00:00,,10/03/2017 00:00:00,10/03/2017 00:00:00,,1398400,411824,0,335,  ,MILTON ST                       ,DOTE,,2842,DOTE-DEFAULT
SR17018992,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 3/9/2017  2) What was the time of day when the incident occurred? 9:00 am  3) What was the type of incident? Close call  4) Which street were you crossing? Erie  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Vehicles failure to stop for pedestrian ,09/03/2017 00:00:00,13:13:00,2725 ERIE AV CINC - GJ2105635348,2725 ERIE AV,HYDE PARK,50,STANDARD,INTERNET,4100030028,09/03/2017 00:00:00,MOBILE,10/03/2017 00:00:00,,09/03/2017 00:00:00,09/03/2017 00:00:00,,1417646,420867,0,2725,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
