"requestid"|"requesttyp"|"requestdat"|"comments"|"usertype"|"near_inter"|"near_str"|"strsegid"|"additional_comments"|"sna_name"|"srvy_address"|"geo_address"|"lat"|"long"|"geo_address_type"|"geo_accuracy"
870|"Speeding"|"08/02/2018"|"Speeding is a huge issue down Palmetto St, we need stop signs."|"walks"|"PALMETTO ST & BERWICK AV"|"Palmetto St"|"5036750479150373584730"|""|"Madisonville"|"PALMETTO ST & BERWICK AV, Cincinnati, OH, USA"|"PALMETTO ST & BERWICK AV, Cincinnati, OH, USA"|39.148725|-84.375495|"locality,political"|"locality"
874|"Speeding"|"08/02/2018"|"No crosswalk on east side of the intersection and it needs to be blocked better so people don't cross there."|"walks"|"RACE ST & W 2ND ST"|"Race St"|"3326989643633270366162"|""|"Downtown"|"RACE ST & W 2ND ST, Cincinnati, OH, USA"|"RACE ST & W 2ND ST, Cincinnati, OH, USA"|39.09496|-84.526775|"locality,political"|"locality"
880|"Speeding"|"08/02/2018"|"Cars are really speeding especially school hours"|"walks"|"GREENWOOD AV & WASHINGTON AV"|"Washington Av"|"3402979729336830496212"|""|"Avondale"|"GREENWOOD AV & WASHINGTON AV, Cincinnati, OH, USA"|"GREENWOOD AV & WASHINGTON AV, Cincinnati, OH, USA"|39.277148|-84.446927|"locality,political"|"locality"
886|"Speeding"|"08/02/2018"|""|"walks"|"W 8TH ST & BURNS ST"|"W 8th St"|"2886302913929265389112"|""|"Lower Price Hill"|"W 8TH ST & BURNS ST, Cincinnati, OH, USA"|"W 8TH ST & BURNS ST, Cincinnati, OH, USA"|39.103705|-84.520253|"locality,political"|"locality"
890|"Speeding"|"08/02/2018"|"13th is a cut through & ppl fly down the street. There are many families & children here so it's very dangerous. I'd love to see speed humps installed to slow traffic and make this a less convenient cut through."|"walks"|"E 13TH ST & FRANK ST"|"E 13th St"|"3359073080433597340924"|"I agree! Frequently see cars driving 40+ mph down this street. Especially dangerous near the top of the hill where visibility is limited. Problem made worse by frequently double parked cars."|"Pendleton"|"E 13TH ST & FRANK ST, Cincinnati, OH, USA"|"E 13TH ST & FRANK ST, Cincinnati, OH, USA"|39.110907|-84.504643|"locality,political"|"locality"
893|"Speeding"|"08/02/2018"|"Liberty is built like a highway, needs changes to calm traffic."|"walks"|"E LIBERTY ST & SYCAMORE ST"|"E Liberty St"|"3367841157433679741557"|""|"Over-the-Rhine"|"E LIBERTY ST & SYCAMORE ST, Cincinnati, OH, USA"|"E LIBERTY ST & SYCAMORE ST, Cincinnati, OH, USA"|39.116009|-84.510511|"locality,political"|"locality"
908|"Speeding"|"08/02/2018"|""|"walks"|"STAEBLER ST & STAEBLER ST TERM E OF PEGGIE LN"|"Storrs St"|"2885928842728864348373"|""|"Lower Price Hill"|"STAEBLER ST & STAEBLER ST TERM E OF PEGGIE LN, Cincinnati, OH, USA"|"STAEBLER ST & STAEBLER ST TERM E OF PEGGIE LN, Cincinnati, OH, USA"|39.1037|-84.552145|"locality,political"|"locality"
909|"Speeding"|"08/02/2018"|""|"walks"|"HATMAKER ST & BURNS ST"|"Hatmaker St"|"2885965885229266018783"|""|"Lower Price Hill"|"HATMAKER ST & BURNS ST, Cincinnati, OH, USA"|"HATMAKER ST & BURNS ST, Cincinnati, OH, USA"|39.101746|-84.551048|"locality,political"|"locality"
9106|"Speeding"|"27/03/2018"|"People drive 50 mph on Hamilton Ave all the time, even metro busses."|"drives"|"POOLE RD & LIVINGSTON RD"|"BELMONT AV"|"2794213380427942803770"|""|"College Hill"|"POOLE RD & LIVINGSTON RD, Cincinnati, OH, USA"|"POOLE RD & LIVINGSTON RD, Cincinnati, OH, USA"|39.239798|-84.615231|"locality,political"|"locality"
9107|"Speeding"|"27/03/2018"|"People go really fast up and down Hollywood. There are a lot of kids who live in this area."|"drives"|"LIVINGSTON RD & POOLE RD"|"BELMONT AV"|"2793996395827942103809"|""|"College Hill"|"LIVINGSTON RD & POOLE RD, Cincinnati, OH, USA"|"LIVINGSTON RD & POOLE RD, Cincinnati, OH, USA"|39.239798|-84.615231|"locality,political"|"locality"
9109|"Speeding"|"27/03/2018"|"Having intermittent parked cars causes issues riding with the excess speed that people drive through here with.  Would be a great road for a bike lane."|"bikes"|"HARRISON AV & SANDUSKY RD"|"NORTHLAND BLVD"|"3563599300035650263128"|"I agee. Speeding is a problem here as well as on Minot"|"Oakley"|"HARRISON AV & SANDUSKY RD, Cincinnati, OH, USA"|"HARRISON AV & SANDUSKY RD, Cincinnati, OH, USA"|39.123374|-84.53793|"locality,political"|"locality"
9110|"Speeding"|"27/03/2018"|""|"travels (other)"|"KINGSCOVE WY & JEANNIE AV"|"STANHOPE AV"|"2078919466920789525000"|""|"College Hill"|"KINGSCOVE WY & JEANNIE AV, Cincinnati, OH, USA"|"KINGSCOVE WY & JEANNIE AV, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
9111|"Speeding"|"27/03/2018"|""|"drives"|"KINGSCOVE WY & WETHERIDGE DR"|"MEADOW AV"|"2079412589723806615768"|""|"College Hill"|"KINGSCOVE WY & WETHERIDGE DR, Cincinnati, OH, USA"|"KINGSCOVE WY & WETHERIDGE DR, Cincinnati, OH, USA"|39.071973|-84.368624|"locality,political"|"locality"
9112|"Speeding"|"27/03/2018"|""|"drives"|"JEANNIE AV & KINGSCOVE WY"|"POWELL DR"|"2395171290825357293295"|""|"College Hill"|"JEANNIE AV & KINGSCOVE WY, Cincinnati, OH, USA"|"JEANNIE AV & KINGSCOVE WY, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
9114|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"WETHERIDGE DR & KINGSCOVE WY"|"HIGHHOLLOW LN"|"2990381601329904066110"|""|"College Hill"|"WETHERIDGE DR & KINGSCOVE WY, Cincinnati, OH, USA"|"WETHERIDGE DR & KINGSCOVE WY, Cincinnati, OH, USA"|39.071973|-84.368624|"locality,political"|"locality"
9115|"Speeding"|"27/03/2018"|""|"bikes"|"WETHERIDGE DR & JEANNIE AV"|"WILLIAMSBURG RD"|"3626980972336270899144"|""|"College Hill"|"WETHERIDGE DR & JEANNIE AV, Cincinnati, OH, USA"|"WETHERIDGE DR & JEANNIE AV, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
9116|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"HIGH MEADOWS DR & WETHERIDGE DR"|"BRITTANY DR"|"4815488783448155918240"|""|"College Hill"|"HIGH MEADOWS DR & WETHERIDGE DR, Cincinnati, OH, USA"|"HIGH MEADOWS DR & WETHERIDGE DR, Cincinnati, OH, USA"|39.07139|-84.367553|"locality,political"|"locality"
9118|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"SYCAMORE ST & WATER ST"|"CARALEE DR"|"4815297827348155918240"|""|"College Hill"|"SYCAMORE ST & WATER ST, Cincinnati, OH, USA"|"SYCAMORE ST & WATER ST, Cincinnati, OH, USA"|39.094338|-84.518844|"locality,political"|"locality"
9119|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"WATER ST & SYCAMORE ST"|"BRITTANY DR"|"4815591824048156408697"|""|"College Hill"|"WATER ST & SYCAMORE ST, Cincinnati, OH, USA"|"WATER ST & SYCAMORE ST, Cincinnati, OH, USA"|39.094338|-84.518844|"locality,political"|"locality"
9123|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"BREHM RD & SHEITS RD"|"OAK ST"|"6110913507661111874848"|""|"College Hill"|"BREHM RD & SHEITS RD, Cincinnati, OH, USA"|"BREHM RD & SHEITS RD, Cincinnati, OH, USA"|39.247302|-84.634017|"locality,political"|"locality"
9124|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"FOXKNOLL CT & FOXVIEW DR"|"HARRISON AV"|"6110804698061108416964"|""|"College Hill"|"FOXKNOLL CT & FOXVIEW DR, Cincinnati, OH, USA"|"FOXKNOLL CT & FOXVIEW DR, Cincinnati, OH, USA"|39.063106|-84.359673|"locality,political"|"locality"
9125|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"FOXVIEW DR & FOXKNOLL CT"|"HARRISON AV"|"6100612705861108046980"|""|"College Hill"|"FOXVIEW DR & FOXKNOLL CT, Cincinnati, OH, USA"|"FOXVIEW DR & FOXKNOLL CT, Cincinnati, OH, USA"|39.063106|-84.359673|"locality,political"|"locality"
9126|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"ALNETTA DR & ROSETREE LN"|"WALKER AV"|"6110366385261107764347"|""|"College Hill"|"ALNETTA DR & ROSETREE LN, Cincinnati, OH, USA"|"ALNETTA DR & ROSETREE LN, Cincinnati, OH, USA"|39.069941|-84.365357|"locality,political"|"locality"
9127|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"ROSETREE LN & ALNETTA DR"|"WESTERN ROW RD"|"GJ3454757598GJ3463157597"|""|"College Hill"|"ROSETREE LN & ALNETTA DR, Cincinnati, OH, USA"|"ROSETREE LN & ALNETTA DR, Cincinnati, OH, USA"|39.069941|-84.365357|"locality,political"|"locality"
9128|"Speeding"|"27/03/2018"|""|"bikes"|"ROSETREE LN & ANDERSON HILLS DR"|"E 2ND ST TO I-471 SB EXWY RAMP"|"3340080693833508697805"|""|"College Hill"|"ROSETREE LN & ANDERSON HILLS DR, Cincinnati, OH, USA"|"ROSETREE LN & ANDERSON HILLS DR, Cincinnati, OH, USA"|39.071594|-84.366343|"locality,political"|"locality"
9129|"Speeding"|"27/03/2018"|""|"bikes"|"ANDERSON HILLS DR & ROSETREE LN"|"REDNA TER"|"3873690579539657145185"|""|"College Hill"|"ANDERSON HILLS DR & ROSETREE LN, Cincinnati, OH, USA"|"ANDERSON HILLS DR & ROSETREE LN, Cincinnati, OH, USA"|39.071594|-84.366343|"locality,political"|"locality"
9131|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"CHURCH ST & 5TH AV"|"PADDOCK RD"|"3818701021138187820684"|""|"College Hill"|"CHURCH ST & 5TH AV, Cincinnati, OH, USA"|"CHURCH ST & 5TH AV, Cincinnati, OH, USA"|39.286795|-84.349449|"locality,political"|"locality"
9132|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"5TH AV & CHURCH ST"|"HOLLYTREE DR"|"3205656307632059932916"|""|"College Hill"|"5TH AV & CHURCH ST, Cincinnati, OH, USA"|"5TH AV & CHURCH ST, Cincinnati, OH, USA"|39.286795|-84.349449|"locality,political"|"locality"
9133|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"RED HAWK & BLUE MEADOW LN"|"BAYHAM DR"|"3172602691531632267206"|""|"College Hill"|"RED HAWK & BLUE MEADOW LN, Cincinnati, OH, USA"|"RED HAWK & BLUE MEADOW LN, Cincinnati, OH, USA"|39.229697|-84.618465|"locality,political"|"locality"
9136|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"BREHM RD & ORCHARD HILLS LN"|"VISTA GLEN"|"3575041919235751999991"|""|"College Hill"|"BREHM RD & ORCHARD HILLS LN, Cincinnati, OH, USA"|"BREHM RD & ORCHARD HILLS LN, Cincinnati, OH, USA"|39.247302|-84.634017|"locality,political"|"locality"
9137|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"PEBBLECREEK LN & PEBBLEKNOLL DR"|"STATEWOOD DR"|"2626029051926264030404"|""|"College Hill"|"PEBBLECREEK LN & PEBBLEKNOLL DR, Cincinnati, OH, USA"|"PEBBLECREEK LN & PEBBLEKNOLL DR, Cincinnati, OH, USA"|39.256982|-84.620969|"locality,political"|"locality"
9139|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"PEBBLEKNOLL DR & PEBBLEVALLEY DR"|"HARVEY AV"|"3381775161133817921759"|""|"College Hill"|"PEBBLEKNOLL DR & PEBBLEVALLEY DR, Cincinnati, OH, USA"|"PEBBLEKNOLL DR & PEBBLEVALLEY DR, Cincinnati, OH, USA"|39.253717|-84.619858|"locality,political"|"locality"
914|"Speeding"|"08/02/2018"|"I live on Hamilton Ave just south of Belmont.  However I cannot walk on Hamilton because of the many traffic accidents due to speeding.  Cars travel too fast going up and down the hill and crash into the sidewalk.  There is always debris"|"walks"|"SOUTHRIDGE LN & TOWERWOODS DR"|"Hamilton Av"|"3008775923429989096216"|""|"College Hill"|"SOUTHRIDGE LN & TOWERWOODS DR, Cincinnati, OH, USA"|"SOUTHRIDGE LN & TOWERWOODS DR, Cincinnati, OH, USA"|39.221713|-84.544251|"locality,political"|"locality"
9140|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"SHEITS RD & BREHM RD"|"STATEWOOD DR"|"2626403040426265500444"|""|"College Hill"|"SHEITS RD & BREHM RD, Cincinnati, OH, USA"|"SHEITS RD & BREHM RD, Cincinnati, OH, USA"|39.247302|-84.634017|"locality,political"|"locality"
9141|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"BREHM RD & SHEITS RD"|"HARVEY AV"|"3381916292533919543270"|""|"College Hill"|"BREHM RD & SHEITS RD, Cincinnati, OH, USA"|"BREHM RD & SHEITS RD, Cincinnati, OH, USA"|39.247302|-84.634017|"locality,political"|"locality"
9144|"Speeding"|"27/03/2018"|"Cars regularly do 50 mph"|"walks"|"SPRINGDALE RD & OLD BLUE ROCK RD"|"HARVEY AV"|"3381792175933818312134"|""|"East Walnut Hills"|"SPRINGDALE RD & OLD BLUE ROCK RD, Cincinnati, OH, USA"|"SPRINGDALE RD & OLD BLUE ROCK RD, Cincinnati, OH, USA"|39.256015|-84.583323|"locality,political"|"locality"
9148|"Speeding"|"27/03/2018"|"Our vehicles have been clipped numerous times over the years because people speed around this curve too fast."|"drives"|"SPRINGDALE RD & SHEITS RD"|"HARVEY AV"|"3381558964233816650608"|""|"Mt. Washington"|"SPRINGDALE RD & SHEITS RD, Cincinnati, OH, USA"|"SPRINGDALE RD & SHEITS RD, Cincinnati, OH, USA"|39.240573|-84.620742|"locality,political"|"locality"
915|"Speeding"|"08/02/2018"|""|"walks"|"RIDGE AV & BELLEWOOD AV"|"Ridge Av"|"4272125489842821995775"|"I agree!"|"Pleasant Ridge"|"RIDGE AV & BELLEWOOD AV, Cincinnati, OH, USA"|"RIDGE AV & BELLEWOOD AV, Cincinnati, OH, USA"|39.18799|-84.429535|"locality,political"|"locality"
9150|"Speeding"|"27/03/2018"|""|"travels (other)"|"HARMONY DR & CAROLINA TRACE RD"|"HARVEY AV"|"3381665060833817000895"|""|"Kennedy Heights"|"HARMONY DR & CAROLINA TRACE RD, Cincinnati, OH, USA"|"HARMONY DR & CAROLINA TRACE RD, Cincinnati, OH, USA"|39.242287|-84.473461|"locality,political"|"locality"
9154|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"DAY RD & E MIAMI RIVER RD"|"HERSCHEL AV"|"4233420806342335528620"|""|"College Hill"|"DAY RD & E MIAMI RIVER RD, Cincinnati, OH, USA"|"DAY RD & E MIAMI RIVER RD, Cincinnati, OH, USA"|39.276047|-84.649563|"locality,political"|"locality"
9156|"Speeding"|"27/03/2018"|""|"uses an assistive device"|"DRY RIDGE RD & WEIK RD"|"COMPTON RD"|"3040070520730406475113"|""|"College Hill"|"DRY RIDGE RD & WEIK RD, Cincinnati, OH, USA"|"DRY RIDGE RD & WEIK RD, Cincinnati, OH, USA"|39.255472|-84.651124|"locality,political"|"locality"
9157|"Speeding"|"27/03/2018"|""|"walks"|"NORTHWICH DR & ST THOMAS CT"|"HERSCHEL AV"|"4233246789642334478093"|""|"East Price Hill"|"NORTHWICH DR & ST THOMAS CT, Cincinnati, OH, USA"|"NORTHWICH DR & ST THOMAS CT, Cincinnati, OH, USA"|39.062512|-84.365432|"locality,political"|"locality"
9168|"Speeding"|"27/03/2018"|"Cars speed coming up and down the hill- there is a blind corner at Athens and Grandin and children playing in the street have nearly been hit. It would be ideal to dead end this street to car traffic."|"walks"|"CAROLINA TRACE RD & HARMONY DR"|"CONTAINER PL"|"3919616972739105879625"|"I agree."|"Columbia Tusculum"|"CAROLINA TRACE RD & HARMONY DR, Cincinnati, OH, USA"|"CAROLINA TRACE RD & HARMONY DR, Cincinnati, OH, USA"|39.242287|-84.473461|"locality,political"|"locality"
9168|"Speeding"|"27/03/2018"|"Cars speed coming up and down the hill- there is a blind corner at Athens and Grandin and children playing in the street have nearly been hit. It would be ideal to dead end this street to car traffic."|"walks"|"JEANNIE AV & ROSETREE LN"|"E SHARON RD"|"4361152825443613918213"|"I agree. Something needs to be done. Children are at risk."|"Columbia Tusculum"|"JEANNIE AV & ROSETREE LN, Cincinnati, OH, USA"|"JEANNIE AV & ROSETREE LN, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
9168|"Speeding"|"27/03/2018"|"Cars speed coming up and down the hill- there is a blind corner at Athens and Grandin and children playing in the street have nearly been hit. It would be ideal to dead end this street to car traffic."|"walks"|"ROSETREE LN & JEANNIE AV"|"W 8TH ST"|"2425389025724956700223"|"I agree."|"Columbia Tusculum"|"ROSETREE LN & JEANNIE AV, Cincinnati, OH, USA"|"ROSETREE LN & JEANNIE AV, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
9168|"Speeding"|"27/03/2018"|"Cars speed coming up and down the hill- there is a blind corner at Athens and Grandin and children playing in the street have nearly been hit. It would be ideal to dead end this street to car traffic."|"walks"|"JEANNIE AV & ALNETTA DR"|"REDNA TER"|"3873099587438736905795"|"I agree! It?\80\99s very risky to be a pedestrian in Athens.  Some days, it?\80\99s risky to even be a driver, because cars come careening down the street and seem oblivious to people and cars already there.  We need an intervention to make Athens safe"|"Columbia Tusculum"|"JEANNIE AV & ALNETTA DR, Cincinnati, OH, USA"|"JEANNIE AV & ALNETTA DR, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
917|"Speeding"|"08/02/2018"|""|"drives"|"VICTORY PKWY & E MARTIN LUTHER KING JR DR"|"Madison Rd"|"3706882778937077947559"|"Agreed."|"Walnut Hills"|"VICTORY PKWY & E MARTIN LUTHER KING JR DR, Cincinnati, OH, USA"|"VICTORY PKWY & E MARTIN LUTHER KING JR DR, Cincinnati, OH, USA"|39.130488|-84.479547|"locality,political"|"locality"
9173|"Speeding"|"27/03/2018"|""|"walks"|"AUSTIN RIDGE DR & AUSTIN VIEW TER"|"ELM ST"|"3305219397033052923482"|""|"Northside"|"AUSTIN RIDGE DR & AUSTIN VIEW TER, Cincinnati, OH, USA"|"AUSTIN RIDGE DR & AUSTIN VIEW TER, Cincinnati, OH, USA"|39.134489|-84.523979|"locality,political"|"locality"
9174|"Speeding"|"27/03/2018"|""|"drives"|"AUSTIN RIDGE DR & AUSTIN WOODS LN"|"BEEKMAN ST"|"2948609756729486367618"|""|"Clifton"|"AUSTIN RIDGE DR & AUSTIN WOODS LN, Cincinnati, OH, USA"|"AUSTIN RIDGE DR & AUSTIN WOODS LN, Cincinnati, OH, USA"|39.224702|-84.679052|"locality,political"|"locality"
9176|"Speeding"|"28/03/2018"|"The speed limit is 25, but cars typically go much faster.  The speed bumps are very ineffective - most cars don't even slow down for them. I have seen pedestrians almost get hit on the curvy road."|"walks"|"SOUTHWIND TER & JACOBS WY"|"BEEKMAN ST"|"2948339704029484437256"|""|"Hyde Park"|"SOUTHWIND TER & JACOBS WY, Cincinnati, OH, USA"|"SOUTHWIND TER & JACOBS WY, Cincinnati, OH, USA"|39.220738|-84.681035|"locality,political"|"locality"
9181|"Speeding"|"28/03/2018"|"Cross walk far away but cars drive so fast very difficult to cross."|"walks"|"STONE CREST LN & SUN RIDGE LN"|"ERIE AV"|"4546175314645470094031"|"Speeding on the straight-away and approaching the curve. Many accidents in this region. I suggest a stop light."|"Clifton"|"STONE CREST LN & SUN RIDGE LN, Cincinnati, OH, USA"|"STONE CREST LN & SUN RIDGE LN, Cincinnati, OH, USA"|39.220321|-84.678499|"locality,political"|"locality"
9186|"Speeding"|"27/03/2018"|"Drivers go above speed limit and ignore people in the cross walks as there are no lights in this area except at King and then at Kasto."|"walks"|"MOCKERNUT DR & KINGNUT DR"|"ELBERON AV"|"2894645688828850567254"|"Whether driving on Harvey or walking the sidewalks here, some drivers go way too fast."|"Avondale"|"MOCKERNUT DR & KINGNUT DR, Cincinnati, OH, USA"|"MOCKERNUT DR & KINGNUT DR, Cincinnati, OH, USA"|39.166759|-84.53822|"locality,political"|"locality"
9186|"Speeding"|"27/03/2018"|"Drivers go above speed limit and ignore people in the cross walks as there are no lights in this area except at King and then at Kasto."|"walks"|"KINGNUT DR & MOCKERNUT DR"|"MIAMI RD"|"5029599021350197711949"|"Agree"|"Avondale"|"KINGNUT DR & MOCKERNUT DR, Cincinnati, OH, USA"|"KINGNUT DR & MOCKERNUT DR, Cincinnati, OH, USA"|39.166759|-84.53822|"locality,political"|"locality"
9186|"Speeding"|"27/03/2018"|"Drivers go above speed limit and ignore people in the cross walks as there are no lights in this area except at King and then at Kasto."|"walks"|"DRY FORK RD & PILOT RD"|"BROWER RD"|"0750093693107502756946"|"I agree!  This is a high traffic area for pedestrians crossing to surface parking lots and there is no signals at the crosswalks and rarely a regard for pedestrians crossing.  Vehicles even speed up!"|"Avondale"|"DRY FORK RD & PILOT RD, Cincinnati, OH, USA"|"DRY FORK RD & PILOT RD, Cincinnati, OH, USA"|39.189195|-84.605628|"locality,political"|"locality"
9186|"Speeding"|"27/03/2018"|"Drivers go above speed limit and ignore people in the cross walks as there are no lights in this area except at King and then at Kasto."|"walks"|"PILOT RD & DRY FORK RD"|"DEERFIELD DR"|"0279690935302798619588"|"I agree!"|"Avondale"|"PILOT RD & DRY FORK RD, Cincinnati, OH, USA"|"PILOT RD & DRY FORK RD, Cincinnati, OH, USA"|39.189195|-84.605628|"locality,political"|"locality"
9186|"Speeding"|"27/03/2018"|"Drivers go above speed limit and ignore people in the cross walks as there are no lights in this area except at King and then at Kasto."|"walks"|"TIMEPIECE LN & LEGACY WY"|"JOHN GRAY RD"|"2694080310826950003092"|"I agree!"|"Avondale"|"TIMEPIECE LN & LEGACY WY, Cincinnati, OH, USA"|"TIMEPIECE LN & LEGACY WY, Cincinnati, OH, USA"|39.290876|-84.37632|"locality,political"|"locality"
9186|"Speeding"|"27/03/2018"|"Drivers go above speed limit and ignore people in the cross walks as there are no lights in this area except at King and then at Kasto."|"walks"|"LEGACY WY & TIMEPIECE LN"|"OSPREY LN"|"3955456701639658086965"|"I agree"|"Avondale"|"LEGACY WY & TIMEPIECE LN, Cincinnati, OH, USA"|"LEGACY WY & TIMEPIECE LN, Cincinnati, OH, USA"|39.290876|-84.37632|"locality,political"|"locality"
9188|"Speeding"|"27/03/2018"|"Vehicles consistently speed through this area. I am scared to ride my bike in the road where I am dictated to by law."|"bikes"|"NEW HAVEN RD & LOCUST ST"|"COUNTY DOWN LN"|"6102287083161026250623"|""|"Lower Price Hill"|"NEW HAVEN RD & LOCUST ST, Cincinnati, OH, USA"|"NEW HAVEN RD & LOCUST ST, Cincinnati, OH, USA"|39.145426|-84.357293|"locality,political"|"locality"
9189|"Speeding"|"27/03/2018"|"All types of vehicles speed through this section, especially since the construction on the viaduct has made it easier to."|"travels (other)"|"DRY FORK RD & HARRISON RD"|"WAKEFIELD AV"|"6111056411361114704613"|""|"Lower Price Hill"|"DRY FORK RD & HARRISON RD, Cincinnati, OH, USA"|"DRY FORK RD & HARRISON RD, Cincinnati, OH, USA"|39.178414|-84.587848|"locality,political"|"locality"
9190|"Speeding"|"27/03/2018"|"Vehicles regularly speed near the school"|"bikes"|"HARRISON RD & DRY FORK RD"|"BROADWAY ST"|"6111180535361117304943"|""|"Riverside"|"HARRISON RD & DRY FORK RD, Cincinnati, OH, USA"|"HARRISON RD & DRY FORK RD, Cincinnati, OH, USA"|39.178414|-84.587848|"locality,political"|"locality"
9191|"Speeding"|"27/03/2018"|""|"walks"|"OLD HARRISON RD & HARRISON RD"|"FIELDS ERTEL RD"|"5895962588658965545838"|""|"Northside"|"OLD HARRISON RD & HARRISON RD, Cincinnati, OH, USA"|"OLD HARRISON RD & HARRISON RD, Cincinnati, OH, USA"|39.095735|-84.300899|"locality,political"|"locality"
9192|"Speeding"|"27/03/2018"|""|"walks"|"HARRISON RD & OLD HARRISON RD"|"N 3RD ST"|"6111367637361114606590"|""|"Northside"|"HARRISON RD & OLD HARRISON RD, Cincinnati, OH, USA"|"HARRISON RD & OLD HARRISON RD, Cincinnati, OH, USA"|39.095735|-84.300899|"locality,political"|"locality"
9193|"Speeding"|"27/03/2018"|""|"drives"|"EDGEWOOD RD & NEW HAVEN RD"|"CHEVIOT RD"|"2333592695623336276137"|""|"Northside"|"EDGEWOOD RD & NEW HAVEN RD, Cincinnati, OH, USA"|"EDGEWOOD RD & NEW HAVEN RD, Cincinnati, OH, USA"|39.178224|-84.603605|"locality,political"|"locality"
9194|"Speeding"|"27/03/2018"|""|"walks"|"NEW HAVEN RD & EDGEWOOD RD"|"MONTGOMERY RD"|"5333322271953334282998"|"This part of Clifton Ave is too wide and encourages speeding and distracted driving."|"CUF"|"NEW HAVEN RD & EDGEWOOD RD, Cincinnati, OH, USA"|"NEW HAVEN RD & EDGEWOOD RD, Cincinnati, OH, USA"|39.178224|-84.603605|"locality,political"|"locality"
9198|"Speeding"|"28/03/2018"|"Traffic travels at extremely high speed. Speed Limit is inconsistent North and South bound from Tennessee to Reading Road. Speed limit needs to be adjusted and enforced."|"walks"|"WILLEY RD & PADDYS RUN RD"|"CHURCH ST"|"5051206650452416837322"|""|"North Avondale - Paddock Hills"|"WILLEY RD & PADDYS RUN RD, Cincinnati, OH, USA"|"WILLEY RD & PADDYS RUN RD, Cincinnati, OH, USA"|39.130041|-84.422904|"locality,political"|"locality"
9200|"Speeding"|"28/03/2018"|"People are always trying to beat other cars swerving around and jockeying for position like they?\80\99re in some kind of nascar race."|"drives"|"HARRISON RD & DRY FORK RD"|"CHESTER RD"|"3958282099739486094027"|""|"Avondale"|"HARRISON RD & DRY FORK RD, Cincinnati, OH, USA"|"HARRISON RD & DRY FORK RD, Cincinnati, OH, USA"|39.178414|-84.587848|"locality,political"|"locality"
9201|"Speeding"|"28/03/2018"|""|"drives"|"MORGAN RD & HARRISON RD"|"HUBBLE RD"|"2330508647523335165399"|""|"Avondale"|"MORGAN RD & HARRISON RD, Cincinnati, OH, USA"|"MORGAN RD & HARRISON RD, Cincinnati, OH, USA"|39.124749|-84.495747|"locality,political"|"locality"
9202|"Speeding"|"28/03/2018"|"Take your life in your hands trying to cross the he street."|"walks"|"HARRISON RD & MORGAN RD"|"KILKERRY WY"|"6102409964761024189290"|""|"Avondale"|"HARRISON RD & MORGAN RD, Cincinnati, OH, USA"|"HARRISON RD & MORGAN RD, Cincinnati, OH, USA"|39.124749|-84.495747|"locality,political"|"locality"
9236|"Speeding"|"28/03/2018"|"Speed limit is 30 mph on Eastern, but people typically drive at least 10 mph over the limit. This area has many walkers, runners, and bikers, as people use Eastern to connect to the Lunken trail."|"walks"|"EL VISTA DR & BRIDGETOWN RD"|"I-71 NB EXWY TO EDEN PARK DR RAMP"|"3361063275433613103467"|""|"East End"|"EL VISTA DR & BRIDGETOWN RD, Cincinnati, OH, USA"|"EL VISTA DR & BRIDGETOWN RD, Cincinnati, OH, USA"|39.164653|-84.545037|"locality,political"|"locality"
9237|"Speeding"|"28/03/2018"|"35mph is the limit. the avg speed through this stretch is 50-55mph."|"walks"|"SARAHS OAK DR & ALEXANDRAS OAK CT"|"FOREST AV"|"3398846461533990134235"|""|"Pleasant Ridge"|"SARAHS OAK DR & ALEXANDRAS OAK CT, Cincinnati, OH, USA"|"SARAHS OAK DR & ALEXANDRAS OAK CT, Cincinnati, OH, USA"|39.194556|-84.670037|"locality,political"|"locality"
