ID,street,city,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
8397,RAVENSRUN RD, CINCINNATI,OH,45244,39.10681,-84.359162,3,Car-Dependent,0,0,0,0
8398,BESTVIEW TE, CINCINNATI,OH,45230,39.065834,-84.362623,18,Car-Dependent,0,0,0,0
8399,FOXVIEW DR, CINCINNATI,OH,45230,39.063778,-84.36447,14,Car-Dependent,0,0,0,0
8402,FRUITHILL LN, CINCINNATI,OH,45230,39.079843,-84.352908,32,Car-Dependent,0,0,0,0
8404,DELASCOVE , CINCINNATI,OH,0,39.091684,-84.344349,6,Car-Dependent,0,0,0,0
8405,PINEYMEADOW LN, CINCINNATI,OH,0,39.211217,-84.526809,34,Car-Dependent,37,Somewhat Bikeable,0,0
8406,GLENEDEN LN, CINCINNATI,OH,45244,39.109539,-84.339937,8,Car-Dependent,0,0,0,0
8409,ANCHOR RD, CINCINNATI,OH,45244,39.140348,-84.333549,21,Car-Dependent,0,0,0,0
8410,RAVENCREST CT, CINCINNATI,OH,0,39.086288,-84.335314,14,Car-Dependent,0,0,0,0
8411,BARHARBOR DR, CINCINNATI,OH,0,39.064807,-84.338141,15,Car-Dependent,0,0,0,0
8413,WITTSMILL LN, CINCINNATI,OH,0,39.06981,-84.333205,38,Car-Dependent,0,0,0,0
8414,TIMBERCREEK DR, CINCINNATI,OH,45244,39.092616,-84.325216,18,Car-Dependent,0,0,0,0
8415,SHADYPINE DR, CINCINNATI,OH,45255,39.062399,-84.32732,17,Car-Dependent,0,0,0,0
8417,BENTONRIDGE LN, CINCINNATI,OH,0,39.06713,-84.323942,46,Car-Dependent,0,0,0,0
8418,BROWNSBORO PL, CINCINNATI,OH,45255,39.059643,-84.322221,11,Car-Dependent,0,0,0,0
8419,MORNINGCALM DR, CINCINNATI,OH,45255,39.0554,-84.31753,6,Car-Dependent,0,0,0,0
8420,TRILLIUMRIDGE LN, CINCINNATI,OH,45255,39.057796,-84.317626,3,Car-Dependent,0,0,0,0
8422,FORESTPINE DR, CINCINNATI,OH,45255,39.062527,-84.314847,17,Car-Dependent,0,0,0,0
8423,MERRITTGROVE LN, CINCINNATI,OH,0,39.113496,-84.26268,1,Car-Dependent,0,0,0,0
8424,MARKLEYWOODS WY, CINCINNATI,OH,45230,39.065389,-84.356351,29,Car-Dependent,0,0,0,0
8429,WOLSELEY LN, CINCINNATI,OH,45229,39.139916,-84.49619,67,Somewhat Walkable,47,Somewhat Bikeable,0,0
8431,MARMET AVE, CINCINNATI,OH,45220,39.142917,-84.511437,53,Somewhat Walkable,37,Somewhat Bikeable,0,0
8433,DURY AVE, CINCINNATI,OH,45229,39.145768,-84.505299,54,Somewhat Walkable,34,Somewhat Bikeable,0,0
8437,BELLVIEW AVE, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8443,MILLINGTON CT, CINCINNATI,OH,45242,39.260976,-84.36282,28,Car-Dependent,0,0,0,0
8446,FALLENTREE LN, CINCINNATI,OH,45236,39.228687,-84.407901,4,Car-Dependent,0,0,0,0
8449,STANDREWS PL, CINCINNATI,OH,45242,39.229518,-84.39422,55,Somewhat Walkable,0,0,0,0
8450,CLASSIC DR, CINCINNATI,OH,45241,39.274578,-84.384023,21,Car-Dependent,0,0,0,0
8453,MILLER RD, CINCINNATI,OH,45242,39.233957,-84.381344,52,Somewhat Walkable,0,0,0,0
8455,ALDINE DR, CINCINNATI,OH,45242,39.238071,-84.375446,41,Car-Dependent,0,0,0,0
8456,SAMSTONE CT, CINCINNATI,OH,45242,39.243838,-84.369853,15,Car-Dependent,0,0,0,0
8458,LINFIELD DR, CINCINNATI,OH,45242,39.233422,-84.389,28,Car-Dependent,0,0,0,0
8459,TROON CT, CINCINNATI,OH,0,39.237815,-84.397424,3,Car-Dependent,0,0,0,0
8460,CATALPAWOODS CT, CINCINNATI,OH,45242,39.236455,-84.374921,46,Car-Dependent,0,0,0,0
8461,CROSSWIND LN, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8466,MORNINGDEW CT, CINCINNATI,OH,45237,39.183238,-84.459726,55,Somewhat Walkable,49,Somewhat Bikeable,0,0
8468,CHEAPSIDE ST, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8470,WICHITAALLEY , CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8473,HANEY ST, CINCINNATI,OH,45228,39.142011,-84.605404,41,Car-Dependent,35,Somewhat Bikeable,0,0
8474,FAIRWAY LN, CINCINNATI,OH,0,39.071353,-84.409343,1,Car-Dependent,1,Somewhat Bikeable,0,0
8475,CROSLIN ST, CINCINNATI,OH,45228,39.067051,-84.427579,15,Car-Dependent,30,Somewhat Bikeable,0,0
8476,BRASHEARS ST, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8478,JESSAMINE ST, CINCINNATI,OH,45225,39.13439,-84.53691,54,Somewhat Walkable,47,Somewhat Bikeable,0,0
8480,NANSEN ST, CINCINNATI,OH,45216,39.199109,-84.480393,40,Car-Dependent,44,Somewhat Bikeable,0,0
8483,NOLAN AVE, CINCINNATI,OH,45211,39.15909,-84.620747,49,Car-Dependent,0,0,0,0
8485,COLLEGE ST, CINCINNATI,OH,45002,39.275259,-84.474953,31,Car-Dependent,0,0,0,0
8487,LAFAYETTE LN, CINCINNATI,OH,45220,39.155948,-84.514513,10,Car-Dependent,7,Somewhat Bikeable,0,0
8488,RESOR AVE, CINCINNATI,OH,45220,39.147638,-84.520034,67,Somewhat Walkable,46,Somewhat Bikeable,0,0
8489,VINECREST PL, CINCINNATI,OH,45220,39.147164,-84.513429,61,Somewhat Walkable,31,Somewhat Bikeable,0,0
8490,MIDDLETON , CINCINNATI,OH,0,39.147954,-84.522159,72,Very Walkable,45,Somewhat Bikeable,0,0
8491,MIDDLETON CT, CINCINNATI,OH,45220,39.156833,-84.521371,12,Car-Dependent,12,Somewhat Bikeable,0,0
8492,ATKINSON ST, CINCINNATI,OH,45219,39.125928,-84.517804,91,Walker's Paradise,55,Bikeable,0,0
8493,VANLEAR ST, CINCINNATI,OH,45219,39.126226,-84.513422,92,Walker's Paradise,50,Bikeable,0,0
8494,WAGNER ST, CINCINNATI,OH,45225,39.131017,-84.526758,81,Very Walkable,39,Somewhat Bikeable,0,0
8495,SWISSCHALET CT, CINCINNATI,OH,45220,39.133259,-84.520305,79,Very Walkable,55,Bikeable,0,0
8497,PRIVATE DR, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8499,STONERIDGE DR, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8501,PEBBLECREEK LN, CINCINNATI,OH,45252,39.25795,-84.61949,8,Car-Dependent,0,0,0,0
8502,CLEARMEADOW CT, CINCINNATI,OH,45251,39.290831,-84.574245,11,Car-Dependent,0,0,0,0
8505,JASPER CT, CINCINNATI,OH,45231,39.241874,-84.568131,18,Car-Dependent,0,0,0,0
8506,PIN CT, CINCINNATI,OH,45239,39.217527,-84.571489,19,Car-Dependent,0,0,0,0
8507,FIELDGLEN CT, CINCINNATI,OH,45231,39.241865,-84.569481,26,Car-Dependent,0,0,0,0
8508,DOLPHIN DR, CINCINNATI,OH,45239,39.222038,-84.574076,9,Car-Dependent,0,0,0,0
8509,LEGROVE CR, CINCINNATI,OH,45239,39.221766,-84.577905,20,Car-Dependent,0,0,0,0
8510,HIGHCREST CT, CINCINNATI,OH,45251,39.292651,-84.573684,12,Car-Dependent,0,0,0,0
8511,GARDENIA LN, CINCINNATI,OH,45239,39.209389,-84.580405,45,Car-Dependent,0,0,0,0
8512,GREGORYS PL, CINCINNATI,OH,45251,39.228472,-84.581394,24,Car-Dependent,0,0,0,0
8513,SNOWVALLEY CT, CINCINNATI,OH,45251,39.258506,-84.580463,20,Car-Dependent,0,0,0,0
8514,PAVLOVA DR, CINCINNATI,OH,45251,39.231062,-84.584845,25,Car-Dependent,0,0,0,0
8515,ICICLE CT, CINCINNATI,OH,45251,39.25975,-84.585836,23,Car-Dependent,0,0,0,0
8516,SUNNYSIDE DR, CINCINNATI,OH,45251,39.234202,-84.58859,41,Car-Dependent,0,0,0,0
8517,MERRIFIELD CT, CINCINNATI,OH,45239,39.221663,-84.594658,54,Somewhat Walkable,0,0,0,0
8518,YELLOWSTONE DR, CINCINNATI,OH,45251,39.249564,-84.602132,56,Somewhat Walkable,0,0,0,0
8519,APPLETREE CT, CINCINNATI,OH,45247,39.215858,-84.608082,9,Car-Dependent,0,0,0,0
8520,STONETRACE DR, CINCINNATI,OH,45251,39.306181,-84.618111,3,Car-Dependent,0,0,0,0
8521,BLUEROCKHILL RD, CINCINNATI,OH,45247,39.23421,-84.634897,1,Car-Dependent,0,0,0,0
8522,ROCKNOLL LN, CINCINNATI,OH,45247,39.212382,-84.649753,0,Car-Dependent,0,0,0,0
8523,APPLEVALLEY CT, CINCINNATI,OH,45247,39.21562,-84.612938,2,Car-Dependent,0,0,0,0
8524,CLARA AVE, CINCINNATI,OH,45239,39.206446,-84.337873,4,Car-Dependent,0,0,0,0
8526,WEXLER CT, CINCINNATI,OH,45251,39.228274,-84.583865,29,Car-Dependent,0,0,0,0
8527,PALOMAR DR, CINCINNATI,OH,45251,39.23435,-84.583341,18,Car-Dependent,0,0,0,0
8528,TANSING DR, CINCINNATI,OH,0,39.23496,-84.572939,43,Car-Dependent,0,0,0,0
8529,DEPALMA DR, CINCINNATI,OH,45251,39.23792,-84.60518,25,Car-Dependent,0,0,0,0
8530,ROUNDTOP AVE, CINCINNATI,OH,45251,39.240018,-84.592862,61,Somewhat Walkable,0,0,0,0
8533,WILMONT CT, CINCINNATI,OH,45224,39.201497,-84.535916,31,Car-Dependent,37,Somewhat Bikeable,0,0
8534,LIVEOAK CT, CINCINNATI,OH,45224,39.208895,-84.533855,20,Car-Dependent,32,Somewhat Bikeable,0,0
8535,LARRYWOOD LN, CINCINNATI,OH,45224,39.207833,-84.541262,30,Car-Dependent,34,Somewhat Bikeable,0,0
8536,BIRCHWOOD AVE, CINCINNATI,OH,45224,39.208083,-84.548483,49,Car-Dependent,42,Somewhat Bikeable,0,0
8537,GARDENVIEW LN, CINCINNATI,OH,45232,39.191686,-84.516691,25,Car-Dependent,16,Somewhat Bikeable,0,0
8538,GARDENVIEW , CINCINNATI,OH,45232,39.191466,-84.517704,23,Car-Dependent,13,Somewhat Bikeable,0,0
8539,WINTONVIEW PL, CINCINNATI,OH,45232,39.191267,-84.516689,25,Car-Dependent,16,Somewhat Bikeable,0,0
8540,SALVIA AVE, CINCINNATI,OH,45224,39.198685,-84.544446,71,Very Walkable,51,Bikeable,0,0
8541,PIQUA AVE, CINCINNATI,OH,45224,39.198637,-84.541538,65,Somewhat Walkable,49,Somewhat Bikeable,0,0
8543,RAYWILL CT, CINCINNATI,OH,45227,39.169467,-84.401688,19,Car-Dependent,25,Somewhat Bikeable,0,0
8547,AIRPORT RD, CINCINNATI,OH,45226,39.108126,-84.431966,36,Car-Dependent,50,Somewhat Bikeable,0,0
8548,VISTAVIEW CR, CINCINNATI,OH,0,39.113071,-84.305129,42,Car-Dependent,0,0,0,0
8549,COLUMBIA ST, CINCINNATI,OH,45030,39.289119,-84.347456,12,Car-Dependent,0,0,0,0
8550,BENNING LN, CINCINNATI,OH,0,39.161153,-84.38571,60,Somewhat Walkable,43,Somewhat Bikeable,0,0
8554,SAPPHIRE DR, CINCINNATI,OH,45238,39.088814,-84.605353,42,Car-Dependent,0,0,0,0
8555,ANGELNOOK DR, CINCINNATI,OH,45238,39.101347,-84.603352,24,Car-Dependent,0,0,0,0
8556,OVERHILL LN, CINCINNATI,OH,45238,39.099509,-84.62908,8,Car-Dependent,0,0,0,0
8557,MILGIN DR, CINCINNATI,OH,45238,39.09999,-84.609931,19,Car-Dependent,0,0,0,0
8558,ERINDALE DR, CINCINNATI,OH,45238,39.10148,-84.614502,29,Car-Dependent,0,0,0,0
8559,TEABERRY CT, CINCINNATI,OH,45238,39.099662,-84.619471,38,Car-Dependent,0,0,0,0
8560,WOODLANDSPATH , CINCINNATI,OH,0,39.291776,-84.327403,35,Car-Dependent,0,0,0,0
8561,TIMBERWAY DR, CINCINNATI,OH,0,39.096588,-84.633445,14,Car-Dependent,0,0,0,0
8562,WULFFRUN RD, CINCINNATI,OH,45233,39.101184,-84.643107,6,Car-Dependent,0,0,0,0
8563,GLENCOVE CT, CINCINNATI,OH,0,39.113478,-84.263626,2,Car-Dependent,0,0,0,0
8564,FOXCREEK LN, CINCINNATI,OH,45233,39.107091,-84.270906,45,Car-Dependent,0,0,0,0
8565,SETCHELL ST, CINCINNATI,OH,45226,39.11753,-84.443656,34,Car-Dependent,54,Bikeable,0,0
8566,CORBINPARK CT, CINCINNATI,OH,0,39.124701,-84.518857,91,Walker's Paradise,53,Bikeable,0,0
8567,AUDUBON ST, CINCINNATI,OH,45226,39.122824,-84.452654,14,Car-Dependent,10,Somewhat Bikeable,0,0
8568,EDWIN AVE, CINCINNATI,OH,45204,39.094417,-84.571655,10,Car-Dependent,4,Somewhat Bikeable,0,0
8569,RAPID AVE, CINCINNATI,OH,45205,39.11047,-84.575576,69,Somewhat Walkable,45,Somewhat Bikeable,0,0
8570,WESSELS AVE, CINCINNATI,OH,45205,39.114069,-84.572115,71,Very Walkable,37,Somewhat Bikeable,0,0
8576,VICTORY PKY, CINCINNATI,OH,0,39.122389,-84.519433,86,Very Walkable,41,Somewhat Bikeable,0,0
8578,WESTWOODNORTHERN BLVD, CINCINNATI,OH,45225,39.145433,-84.565284,25,Car-Dependent,19,Somewhat Bikeable,0,0
8581,EVENDALECOMMONS DR, CINCINNATI,OH,0,39.254988,-84.435457,18,Car-Dependent,0,0,0,0
8582,FALLINGWATERS LN, CINCINNATI,OH,45241,39.25137,-84.411796,14,Car-Dependent,0,0,0,0
8583,SPARTAN DR, CINCINNATI,OH,45215,39.252824,-84.449882,13,Car-Dependent,0,0,0,0
8584,INWOOD DR, CINCINNATI,OH,45241,39.250097,-84.422212,40,Car-Dependent,0,0,0,0
8585,HORNCASTLE DR, CINCINNATI,OH,45241,39.257316,-84.407289,4,Car-Dependent,0,0,0,0
8586,JONLEN DR, CINCINNATI,OH,45227,39.138758,-84.396548,41,Car-Dependent,0,0,0,0
8588,CINCINNATIMILLS DR, CINCINNATI,OH,45240,39.301735,-84.522062,42,Car-Dependent,0,0,0,0
8589,CHILDRESS CT, CINCINNATI,OH,45240,39.271703,-84.502846,18,Car-Dependent,0,0,0,0
8590,QUAILWOOD DR, CINCINNATI,OH,45240,39.278655,-84.559698,49,Car-Dependent,0,0,0,0
8591,JUNEBERRY DR, CINCINNATI,OH,45240,39.282578,-84.541923,7,Car-Dependent,0,0,0,0
8593,OWENTON CT, CINCINNATI,OH,45240,39.283878,-84.540765,4,Car-Dependent,0,0,0,0
8594,IMHOFF CT, CINCINNATI,OH,45240,39.287774,-84.518943,48,Car-Dependent,0,0,0,0
8595,MANDARIN DR, CINCINNATI,OH,45240,39.291019,-84.540631,23,Car-Dependent,0,0,0,0
8596,WINFORD CT, CINCINNATI,OH,45240,39.297106,-84.541014,3,Car-Dependent,0,0,0,0
8597,WILLIAMSON DR, CINCINNATI,OH,45240,39.298765,-84.541308,4,Car-Dependent,0,0,0,0
8598,SCHAPPELLE LN, CINCINNATI,OH,45240,39.28329,-84.557943,34,Car-Dependent,0,0,0,0
8599,GOODHUE CR, CINCINNATI,OH,45240,39.106509,-84.509992,98,Walker's Paradise,55,Bikeable,0,0
8601,WARD LN, CINCINNATI,OH,45246,39.277503,-84.452592,14,Car-Dependent,0,0,0,0
8602,HETHERINGTON LN, CINCINNATI,OH,45246,39.275418,-84.461573,40,Car-Dependent,0,0,0,0
8607,FARMDALE LN, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8609,LEIBEL RD, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8610,OAKBRIDGE WY, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8611,GABLES CT, CINCINNATI,OH,45238,39.123244,-84.610996,43,Car-Dependent,0,0,0,0
8612,DORESA PL, CINCINNATI,OH,45238,39.125248,-84.613718,46,Car-Dependent,0,0,0,0
8613,BALLYMORE LN, CINCINNATI,OH,45233,39.126629,-84.658759,1,Car-Dependent,0,0,0,0
8614,BEECHGLEN CT, CINCINNATI,OH,45233,39.128895,-84.650188,0,Car-Dependent,0,0,0,0
8615,TOWNSEND RD, CINCINNATI,OH,45238,39.131587,-84.626261,16,Car-Dependent,0,0,0,0
8616,BEECHCREEK LN, CINCINNATI,OH,45233,39.131378,-84.648937,1,Car-Dependent,0,0,0,0
8617,SYLMAR CT, CINCINNATI,OH,45233,39.135783,-84.672671,1,Car-Dependent,0,0,0,0
8618,ORCHARDGATE CT, CINCINNATI,OH,45239,39.182344,-84.583531,7,Car-Dependent,0,0,0,0
8619,KLEEMAN CT, CINCINNATI,OH,45211,39.176196,-84.586771,9,Car-Dependent,0,0,0,0
8620,WINDYKNOLL LN, CINCINNATI,OH,45239,39.196949,-84.587479,29,Car-Dependent,0,0,0,0
8621,EMERALDWALK , CINCINNATI,OH,0,39.174762,-84.601356,17,Car-Dependent,0,0,0,0
8622,WEIRMAN AVE, CINCINNATI,OH,45211,39.158975,-84.624659,46,Car-Dependent,0,0,0,0
8624,CANDICE LN, CINCINNATI,OH,45248,39.168194,-84.67245,0,Car-Dependent,0,0,0,0
8625,MARCREST DR, CINCINNATI,OH,45211,39.171862,-84.620463,6,Car-Dependent,0,0,0,0
8626,HENGEHOLD DR, CINCINNATI,OH,45211,39.167521,-84.61791,15,Car-Dependent,0,0,0,0
8627,MOLLYGREEN CT, CINCINNATI,OH,45211,39.176266,-84.598441,12,Car-Dependent,0,0,0,0
8628,OAKHILL LN, CINCINNATI,OH,45247,39.181999,-84.610662,16,Car-Dependent,0,0,0,0
8629,RELLUK DR, CINCINNATI,OH,45238,39.125742,-84.608459,53,Somewhat Walkable,40,Somewhat Bikeable,0,0
8630,THRASHER DR, CINCINNATI,OH,45247,39.190261,-84.62399,6,Car-Dependent,0,0,0,0
8631,DOUGLASFIR CT, CINCINNATI,OH,45247,39.191592,-84.642046,2,Car-Dependent,0,0,0,0
8632,MALLARD DR, CINCINNATI,OH,45247,39.189511,-84.627093,3,Car-Dependent,0,0,0,0
8633,MICHELLESOAKCT , CINCINNATI,OH,0,39.194384,-84.666867,34,Car-Dependent,0,0,0,0
8634,AUDRO DR, CINCINNATI,OH,45247,39.191417,-84.602741,64,Somewhat Walkable,0,0,0,0
8635,CLEARIDGE LN, CINCINNATI,OH,45247,39.205007,-84.627295,0,Car-Dependent,0,0,0,0
8636,KLAUSRIDGE CT, CINCINNATI,OH,45247,39.195856,-84.631026,1,Car-Dependent,0,0,0,0
8638,HIGHTREE DR, CINCINNATI,OH,0,39.199258,-84.66859,15,Car-Dependent,0,0,0,0
8639,GOLDDUST DR, CINCINNATI,OH,45247,39.198763,-84.631256,0,Car-Dependent,0,0,0,0
8642,BEECHOLLOW CT, CINCINNATI,OH,45233,39.123416,-84.644686,2,Car-Dependent,0,0,0,0
8643,PEACHVIEW DR, CINCINNATI,OH,45247,39.206618,-84.640381,0,Car-Dependent,0,0,0,0
8644,GARDENVIEW CT, CINCINNATI,OH,45247,39.196409,-84.645337,1,Car-Dependent,0,0,0,0
8645,SHERRYBROOK DR, CINCINNATI,OH,45248,39.158854,-84.659489,24,Car-Dependent,0,0,0,0
8646,SUMMITLAKEDR , CINCINNATI,OH,0,39.206698,-84.671708,19,Car-Dependent,0,0,0,0
8647,PERINWOOD DR, CINCINNATI,OH,45248,39.186783,-84.669363,11,Car-Dependent,0,0,0,0
8649,BURWOOD CT, CINCINNATI,OH,0,39.263127,-84.52759,26,Car-Dependent,0,0,0,0
8650,ALCOTT LN, CINCINNATI,OH,45218,39.263211,-84.5241,29,Car-Dependent,0,0,0,0
8651,BRADNOR PL, CINCINNATI,OH,45218,39.265105,-84.529821,29,Car-Dependent,0,0,0,0
8653,FAIRCHILD DR, CINCINNATI,OH,0,39.113717,-84.261771,1,Car-Dependent,0,0,0,0
8654,HICKORY CT, CINCINNATI,OH,45030,39.144148,-84.500039,71,Very Walkable,48,Somewhat Bikeable,0,0
8655,SUNSET , CINCINNATI,OH,45030,39.107206,-84.585815,31,Car-Dependent,29,Somewhat Bikeable,0,0
8656,TEBBS CT, CINCINNATI,OH,0,39.161153,-84.38571,60,Somewhat Walkable,43,Somewhat Bikeable,0,0
8659,BOLLENRIDGE LN, CINCINNATI,OH,0,39.161153,-84.38571,60,Somewhat Walkable,43,Somewhat Bikeable,0,0
8661,HEREFORD CT, CINCINNATI,OH,45216,39.216593,-84.468818,64,Somewhat Walkable,62,Bikeable,0,0
8662,MONON AVE, CINCINNATI,OH,45216,39.20863,-84.472695,42,Car-Dependent,56,Bikeable,0,0
8664,GRANDIN LN, CINCINNATI,OH,45208,39.128125,-84.456946,30,Car-Dependent,17,Somewhat Bikeable,0,0
8670,OBSERVATORY PL, CINCINNATI,OH,45208,39.137369,-84.417256,34,Car-Dependent,24,Somewhat Bikeable,0,0
8672,VICTORIA PL, CINCINNATI,OH,45208,39.141311,-84.43872,81,Very Walkable,42,Somewhat Bikeable,0,0
8673,HOLLY LN, CINCINNATI,OH,45208,39.142832,-84.458843,39,Car-Dependent,34,Somewhat Bikeable,0,0
8674,CARRIAGE TL, CINCINNATI,OH,45242,39.250229,-84.331238,6,Car-Dependent,0,0,0,0
8676,GREENMEADOW LN, CINCINNATI,OH,45242,39.246783,-84.323825,2,Car-Dependent,0,0,0,0
8677,COUNCILROCK LN, CINCINNATI,OH,45243,39.156421,-84.324372,0,Car-Dependent,0,0,0,0
8678,MIRALAKE DR, CINCINNATI,OH,45243,39.183304,-84.340165,2,Car-Dependent,0,0,0,0
8679,POST&RAIL LN, CINCINNATI,OH,45243,39.278047,-84.447666,30,Car-Dependent,0,0,0,0
8680,AHWENASA LN, CINCINNATI,OH,45243,39.177732,-84.3644,27,Car-Dependent,0,0,0,0
8681,PEREGRINE LN, CINCINNATI,OH,45243,39.187462,-84.354158,1,Car-Dependent,0,0,0,0
8682,MUCHMOREPOINT LN, CINCINNATI,OH,45243,39.148533,-84.360037,20,Car-Dependent,0,0,0,0
8683,CAROLINES TL, CINCINNATI,OH,45242,39.24626,-84.335779,1,Car-Dependent,0,0,0,0
8684,FOXCUB LN, CINCINNATI,OH,45243,39.210512,-84.351962,2,Car-Dependent,0,0,0,0
8686,SPOOKYRIDGE LN, CINCINNATI,OH,45242,39.221229,-84.351927,22,Car-Dependent,0,0,0,0
8687,INDIANRIDGE RD, CINCINNATI,OH,45243,39.160496,-84.323045,1,Car-Dependent,0,0,0,0
8689,TALL TL, CINCINNATI,OH,45242,39.241424,-84.529124,11,Car-Dependent,0,0,0,0
8690,FOXHOLLOW RD, CINCINNATI,OH,45243,39.202886,-84.299771,3,Car-Dependent,0,0,0,0
8691,DANTE AVE, CINCINNATI,OH,45213,39.189863,-84.415672,42,Car-Dependent,38,Somewhat Bikeable,0,0
8693,MCEWING DR, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8694,MULBERRY CT, CINCINNATI,OH,45215,39.229866,-84.460881,62,Somewhat Walkable,0,0,0,0
8695,COOPER CT, CINCINNATI,OH,45215,39.226334,-84.454553,68,Somewhat Walkable,0,0,0,0
8696,WILLIAMS ST, CINCINNATI,OH,45215,39.22371,-84.453168,70,Very Walkable,0,0,0,0
8697,PATTERSON AVE, CINCINNATI,OH,45215,39.222821,-84.453487,70,Very Walkable,0,0,0,0
8699,KRUG AVE, CINCINNATI,OH,45215,39.151271,-84.463909,76,Very Walkable,0,0,0,0
8700,BRECKER ST, CINCINNATI,OH,45140,39.152795,-84.496259,24,Car-Dependent,23,Somewhat Bikeable,0,0
8701,FAWN CT, CINCINNATI,OH,45140,39.114667,-84.516291,95,Walker's Paradise,57,Bikeable,0,0
8702,NIMROD BV, CINCINNATI,OH,45140,39.230453,-84.508221,40,Car-Dependent,0,0,0,0
8705,VICTORY ST, CINCINNATI,OH,45140,39.243234,-84.472422,42,Car-Dependent,0,0,0,0
8709,CAMARGOCANYON , CINCINNATI,OH,45243,39.175999,-84.382415,19,Car-Dependent,0,0,0,0
8710,BRADFORDPLACE DR, CINCINNATI,OH,0,39.121098,-84.522357,74,Very Walkable,42,Somewhat Bikeable,0,0
8711,WINDSONG CT, CINCINNATI,OH,45243,39.172846,-84.388389,14,Car-Dependent,0,0,0,0
8712,JOHNSON ST, CINCINNATI,OH,45243,39.180156,-84.64426,32,Car-Dependent,0,0,0,0
8713,NUEVELLE LN, CINCINNATI,OH,45243,39.18683,-84.382883,18,Car-Dependent,0,0,0,0
8714,MAPLESPUR LN, CINCINNATI,OH,45227,39.167781,-84.381315,5,Car-Dependent,0,0,0,0
8715,AUGUSTA LN, CINCINNATI,OH,45243,39.178333,-84.384374,16,Car-Dependent,0,0,0,0
8717,PAISLEY LN, CINCINNATI,OH,45236,39.189296,-84.391313,30,Car-Dependent,0,0,0,0
8718,STRIFLER PL, CINCINNATI,OH,45243,39.188595,-84.376012,14,Car-Dependent,0,0,0,0
8719,SPRINGCREST DR, CINCINNATI,OH,45243,39.216708,-84.666559,6,Car-Dependent,0,0,0,0
8721,LOANNES DR, CINCINNATI,OH,45243,39.201242,-84.364033,27,Car-Dependent,0,0,0,0
8724,BROTHERTON CT, CINCINNATI,OH,45227,39.154219,-84.428303,82,Very Walkable,52,Bikeable,0,0
8725,SETTLE ST, CINCINNATI,OH,0,39.106909,-84.582231,43,Car-Dependent,32,Somewhat Bikeable,0,0
8726,KENMORE AVE, CINCINNATI,OH,45227,39.150819,-84.377879,64,Somewhat Walkable,45,Somewhat Bikeable,0,0
8727,BUTTERFIELD PL, CINCINNATI,OH,45227,39.155519,-84.400209,53,Somewhat Walkable,36,Somewhat Bikeable,0,0
8728,THOBURNE ST, CINCINNATI,OH,45227,39.155779,-84.394425,68,Somewhat Walkable,50,Bikeable,0,0
8729,ARMADA PL, CINCINNATI,OH,45227,39.15725,-84.399763,57,Somewhat Walkable,36,Somewhat Bikeable,0,0
8730,OSGOOD ST, CINCINNATI,OH,45227,39.157782,-84.398725,60,Somewhat Walkable,39,Somewhat Bikeable,0,0
8731,LANEA , CINCINNATI,OH,45227,39.120588,-84.551854,30,Car-Dependent,8,Somewhat Bikeable,0,0
8733,SPRINGKNOLL DR, CINCINNATI,OH,0,39.143377,-84.362134,47,Car-Dependent,0,0,0,0
8734,PARK LN, CINCINNATI,OH,45227,39.143182,-84.384358,65,Somewhat Walkable,0,0,0,0
8735,HIAWATHA AVE, CINCINNATI,OH,45227,39.146069,-84.368599,67,Somewhat Walkable,0,0,0,0
8736,COSHOCTON CT, CINCINNATI,OH,45233,39.139999,-84.69045,0,Car-Dependent,0,0,0,0
8737,CHESTNUKPARK LN, CINCINNATI,OH,0,39.124701,-84.518857,91,Walker's Paradise,53,Bikeable,0,0
8738,GUMRUN RD, CINCINNATI,OH,45002,39.099246,-84.564157,36,Car-Dependent,26,Somewhat Bikeable,0,0
8739,HAWKHURST CT, CINCINNATI,OH,0,39.161153,-84.38571,60,Somewhat Walkable,43,Somewhat Bikeable,0,0
8742,COVENTRY CT, CINCINNATI,OH,0,39.113392,-84.263671,2,Car-Dependent,0,0,0,0
