"address_x","lat","long","age","community_council_neighborhood","cpd_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","sna_neighborhood","typeofperson","weather","zip","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"41XX BEECHMONT AV",39.109751,-84.401173,"61-70","N/A","N/A","09/09/2017 12:45:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/09/2017 12:45:00 PM +0000","SAT","M - MALE","5 - FATAL","E43450E0-E443-451B-A147-B81EFD492EA4","1 - DAYLIGHT","175013597","2 - REAR-END","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45226",0.159764126245067,150028,39.1119184673824,-84.4014584774662,"East End",273544
"42XX RIDGE AV",39.152886,-84.422306,"OVER 70","N/A","N/A","03/10/2014 03:35:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"03/10/2014 03:35:00 PM +0000","MON","M - MALE","5 - FATAL","79946E48-41E6-4F01-88ED-C160E47BF1C0","1 - DAYLIGHT","145001944","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45209",0.124312997554863,240046,39.1524408553979,-84.421791355311,"Oakley",202657
"S I75 AT 0-8 MM",39.098833,-84.520041,"41-50","DOWNTOWN","QUEENSGATE","11/11/2014 09:05:00 PM +0000","08 - OFF RAMP","1 - FATAL INJURY",1,"11/11/2014 09:06:00 PM +0000","TUE","M - MALE","5 - FATAL","85F46982-937D-414A-9034-9258C4AE0661","4 - DARK - LIGHTED ROADWAY","145011562","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","DOWNTOWN","D - DRIVER","4 - RAIN","",0.106464006930119,670022,39.098498947594,-84.5189374568225,"Central Business District",273189
"48XX GRAY RD",39.179303,-84.526775,"31-40","N/A","N/A","04/17/2018 06:45:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/17/2018 06:47:00 PM +0000","TUE","F - FEMALE","5 - FATAL","BA17BC53-9308-400D-BCC3-96DC7DB0A7BE","1 - DAYLIGHT","185005365","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45232",0.154101475540865,700058,39.1795000673321,-84.5257150960868,"Winton Place",204406
"48XX GRAY RD",39.181003,-84.526985,"31-40","N/A","N/A","04/17/2018 06:45:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/17/2018 06:47:00 PM +0000","TUE","F - FEMALE","5 - FATAL","BF905D7F-6EB2-422C-BACF-C6D0C668EB29","1 - DAYLIGHT","185005365","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45232",0.116565576853265,710059,39.1817503311096,-84.5279743092588,"Winton Place",204406
"33XX RIVER RD",39.085882,-84.580365,"41-50","N/A","N/A","09/07/2013 12:45:00 AM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"09/07/2013 12:47:00 AM +0000","SAT","M - MALE","5 - FATAL","0D11BBAB-3D7B-48C4-B655-E5EFD33AB842","4 - DARK - LIGHTED ROADWAY","135009976","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45204",0.122869742745766,940016,39.0849942270948,-84.5799362107446,"Riverside",203181
"53XX ESTE AV",39.182735,-84.504085,"61-70","N/A","N/A","03/04/2018 10:14:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","1 - FATAL INJURY",1,"03/04/2018 10:16:00 PM +0000","SUN","M - MALE","5 - FATAL","8D0AEA6A-441B-468B-85CA-FC56F67D8F06","4 - DARK - LIGHTED ROADWAY","185003136","6 - ANGLE","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45232",0.126937716835201,600059,39.1817450523982,-84.5031229657976,"Winton Hills",276110
"19XX W 8TH ST",39.10386,-84.547831,"41-50","N/A","N/A","12/23/2014 11:53:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/23/2014 11:53:00 PM +0000","TUE","F - FEMALE","5 - FATAL","ED055F1D-0565-4EB1-A508-EC06E018D14F","4 - DARK - LIGHTED ROADWAY","145013515","2 - REAR-END","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","4 - RAIN","45204",0.194933649929808,800024,39.1030006520926,-84.5483072282113,"Lower Price Hill",276431
"22XX MONTANA AV",39.179121,-84.567091,"31-40","N/A","N/A","04/14/2018 09:23:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"04/14/2018 09:23:00 PM +0000","SAT","M - MALE","5 - FATAL","15A2790D-7E40-44C3-A832-5C849F6B5314","4 - DARK - LIGHTED ROADWAY","185005207","6 - ANGLE","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45211",0.207926429483264,880058,39.1794981042028,-84.5663809333058,"Mt. Airy",274620
"27XX CLIFTON AVE",39.130709,-84.520947,"41-50","N/A","N/A","11/15/2017 11:48:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"11/15/2017 11:48:00 PM +0000","WED","M - MALE","5 - FATAL","C2594024-C2A0-4563-8EB1-7A66D829D843","4 - DARK - LIGHTED ROADWAY","175017570","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45221",0.157018408591667,680036,39.1299993684835,-84.5211966698744,"CUF",273417
"48XX READING RD",39.172663,-84.466778,"UNDER 18","N/A","N/A","01/18/2015 10:52:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"01/18/2015 10:52:00 PM +0000","SUN","F - FEMALE","5 - FATAL","AF8F8921-55E1-4C3F-A72E-B8ED52ED1BF0","4 - DARK - LIGHTED ROADWAY","155000766","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45237",0.205129312191065,440055,39.1727279444532,-84.4669755681635,"Bond Hill",199607
"N I75 AT 2-4 MM",39.123504,-84.534995,"51-60","N/A","N/A","07/14/2016 10:53:00 AM +0000","07 - ON RAMP","1 - FATAL INJURY",1,"07/14/2016 10:53:00 AM +0000","THU","M - MALE","5 - FATAL","C3B6B0FE-DC32-49E5-88E3-3F37DDA56936","1 - DAYLIGHT","165011046","2 - REAR-END","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45214",0.179136794865064,740033,39.1232508014298,-84.53475194892,"West End",276647
"20XX SEYMOUR AV",39.183943,-84.45541,"26-30","N/A","N/A","05/20/2015 12:40:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/20/2015 12:41:00 AM +0000","WED","M - MALE","5 - FATAL","023FEBF8-75DC-42D8-8727-B7CA960C0EC7","4 - DARK - LIGHTED ROADWAY","155006933","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45237",0.162483127227712,390060,39.1839703181622,-84.4556795105948,"Bond Hill",199607
"4XX W KING DR",39.136415,-84.520726,"18-25","N/A","N/A","08/18/2018 01:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/18/2018 01:10:00 AM +0000","SAT","M - MALE","5 - FATAL","76FF91A5-8CD1-46B0-BD88-9BC3B90B219F","4 - DARK - LIGHTED ROADWAY","185011535","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45220",0.114769126711711,680039,39.1367493745699,-84.5211966698636,"CUF",273417
"32XX BEEKMAN ST",39.145283,-84.550814,"26-30","N/A","N/A","07/31/2018 03:40:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/31/2018 03:48:00 AM +0000","TUE","F - FEMALE","5 - FATAL","338BE057-C468-48DB-A656-EDF5FBCD547C","4 - DARK - LIGHTED ROADWAY","185010585","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","4 - RAIN","45225",0.211327088889011,810043,39.1457505166467,-84.5505664414001,"East Westwood",273574
"N I75 AT 8-1 MM",39.183196,-84.483695,"41-50","N/A","N/A","08/05/2015 08:40:00 AM +0000","07 - ON RAMP","1 - FATAL INJURY",1,"08/05/2015 08:40:00 AM +0000","WED","F - FEMALE","5 - FATAL","EC343AC1-0A13-4B27-9825-0F6C11BF461D","1 - DAYLIGHT","155010789","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45237",0.137669216466684,510060,39.183986808946,-84.4827900524088,"Bond Hill",199607
"66XX FAIRPARK AV",39.192018,-84.48445,"41-50","N/A","N/A","08/15/2015 02:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/15/2015 02:13:00 AM +0000","SAT","F - FEMALE","5 - FATAL","4A734DA6-26B0-477A-A9AF-B4C1B3136EE9","4 - DARK - LIGHTED ROADWAY","155011375","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45216",0.0781357246501412,520064,39.1929879069023,-84.4850492647296,"Carthage",199885
"56XX COLERAIN AV",39.195861,-84.574762,"26-30","N/A","N/A","08/19/2013 10:05:00 AM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"08/19/2013 10:07:00 AM +0000","MON","M - MALE","5 - FATAL","4E8CDB5C-7668-4B55-8675-B8428DFA5037","1 - DAYLIGHT","135009458","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45239",0.151082119601453,920065,39.1952457621091,-84.575417785195,"Mt. Airy",274620
"57XX GLENWAY AV",39.135994,-84.611913,"51-60","N/A","N/A","07/14/2016 10:29:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/14/2016 10:31:00 PM +0000","THU","M - MALE","5 - FATAL","1081E076-0F03-473C-B0B1-14275ABAE565","4 - DARK - LIGHTED ROADWAY","165011088","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45238",0.0884830550235427,1080039,39.1367293132469,-84.6115651838182,"Westwood",204284
"2XX E KING DR",39.136353,-84.515685,"18-25","CORRYVILLE - HEIGHTS","CLIFTON","03/25/2014 03:39:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"03/25/2014 03:39:00 PM +0000","TUE","M - MALE","5 - FATAL","4AD69AE0-5B0A-4786-857E-D36E577B0087","1 - DAYLIGHT","145002341","6 - ANGLE","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","CUF","D - DRIVER","2 - CLOUDY","45219",0.140040183813972,660039,39.1367485459505,-84.5166782436761,"CUF",273417
"6XX LINCOLN AV",39.132149,-84.496241,"41-50","N/A","N/A","11/01/2016 07:01:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"11/01/2016 07:01:00 PM +0000","TUE","M - MALE","5 - FATAL","417E4BFF-6BCF-43F6-9BEA-46DFA7B964E2","4 - DARK - LIGHTED ROADWAY","165018078","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45206",0.108367442473925,570037,39.1322426545535,-84.4963453276225,"Avondale",199345
"55XX COLUMBIA PY",39.136676,-84.403568,"51-60","N/A","N/A","09/14/2013 07:30:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/14/2013 07:33:00 PM +0000","SAT","M - MALE","5 - FATAL","94E22394-8E30-482F-BE07-2031F5DCC242","1 - DAYLIGHT","135010169","2 - REAR-END","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45227",0.16137083256493,160038,39.1344211347436,-84.4037176854102,"Linwood",201803
"23XX HARRISON AV",39.137648,-84.576727,"51-60","N/A","N/A","08/03/2018 01:39:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/03/2018 01:39:00 AM +0000","FRI","F - FEMALE","5 - FATAL","70926BC8-49A9-45EE-8BF5-F99055ED08A5","4 - DARK - LIGHTED ROADWAY","185010736","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45211",0.0803395785241441,930039,39.1367450134091,-84.5776769979944,"Westwood",204284
"51XX WINTON RD",39.190564,-84.523817,"31-40","N/A","N/A","05/01/2016 06:06:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/01/2016 06:06:00 AM +0000","SUN","M - MALE","5 - FATAL","F1EF5D9D-4901-45B5-8EE5-4E39AED332E9","5 - DARK – ROADWAY NOT LIGHTIED","165006674","2 - REAR-END","02 - WET","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45232",0.113449427483663,690063,39.1907497720411,-84.5234558829133,"Winton Hills",276110
"38XX OBSERVATORY AV",39.137281,-84.426666,"61-70","N/A","N/A","04/12/2017 09:58:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"04/12/2017 09:58:00 AM +0000","WED","M - MALE","5 - FATAL","738B1D55-EBA3-4E63-A5E5-978599558C99","1 - DAYLIGHT","175005311","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45208",0.16475368864288,260039,39.1366953398788,-84.4263097743884,"Hyde Park",201414
"23XX READING RD",39.123645,-84.482108,"61-70","EAST WALNUT HILLS","EAST WALNUT HILLS","07/20/2017 07:32:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/20/2017 07:33:00 PM +0000","THU","M - MALE","5 - FATAL","FC9ABE7D-CD35-42FE-A5FD-4650469C0C50","3 - DUSK","175010781","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","EAST WALNUT HILLS","D - DRIVER","1 - CLEAR","45206",0.159715954431923,520033,39.1232378500686,-84.4850492649516,"Walnut Hills",204112
"9XX DELHI AV",39.093741,-84.574571,"18-25","N/A","N/A","09/07/2015 03:05:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/07/2015 03:07:00 AM +0000","MON","M - MALE","5 - FATAL","4E8A95B3-7D41-42D0-BBDA-C509A650D6CB","4 - DARK - LIGHTED ROADWAY","155012700","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45204",0.170489079214505,920020,39.093995673669,-84.5754177850864,"East Price Hill",273561
"24XX WESTWOOD NORTHERN",39.146229,-84.574888,"26-30","WESTWOOD","EAST  WESTWOOD","10/29/2015 07:22:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"10/29/2015 07:22:00 PM +0000","THU","M - MALE","5 - FATAL","A9279468-2855-4412-8274-03B240A2D523","4 - DARK - LIGHTED ROADWAY","155015828","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","EAST WESTWOOD","P - PEDESTRIAN","2 - CLOUDY","45211",0.107756633169057,920043,39.1457457190601,-84.5754177851419,"Westwood",204284
"29XX CLIFTON AV",39.134105,-84.520781,"51-60","N/A","N/A","09/02/2016 07:55:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"09/02/2016 07:55:00 PM +0000","FRI","M - MALE","5 - FATAL","82F7B86F-3785-4A75-AECB-298C936DA13C","3 - DUSK","165014254","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45220",0.202075018114686,680038,39.1344993725419,-84.5211966698672,"CUF",273417
"34XX EDWARDS RD",39.139755,-84.442678,"OVER 70","N/A","N/A","01/27/2016 07:40:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"01/27/2016 07:42:00 PM +0000","WED","M - MALE","5 - FATAL","32FD0920-B42B-42E7-8005-4D4F0D27455C","4 - DARK - LIGHTED ROADWAY","165001379","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45208",0.00465332927548043,330040,39.1389596894487,-84.4421242452449,"Hyde Park",201414
"7XX E MCMILLAN ST",39.126682,-84.494531,"41-50","N/A","N/A","09/24/2016 06:00:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/24/2016 06:05:00 PM +0000","SAT","M - MALE","5 - FATAL","0CBC31EC-CE75-461D-8BB2-2B459CEAC9D6","1 - DAYLIGHT","165015640","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45206",0.00801874688027168,560035,39.1277417785387,-84.4940861149751,"Walnut Hills",204112
"24XX MADISON RD",39.138664,-84.452609,"OVER 70","HYDE PARK","HYDE PARK","09/24/2017 12:04:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/24/2017 12:04:00 PM +0000","SUN","F - FEMALE","5 - FATAL","22650799-EA5A-4ECD-9BF3-5C9A4F1F63A5","1 - DAYLIGHT","175014432","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","HYDE PARK","P - PEDESTRIAN","1 - CLEAR","45208",0.144927568166443,380040,39.1389686299577,-84.4534202995715,"Hyde Park",201414
"30XX BOUDINOT AV",39.140991,-84.604934,"41-50","N/A","N/A","05/21/2018 08:07:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/21/2018 08:07:00 AM +0000","MON","M - MALE","5 - FATAL","9722A345-CF49-4105-91A1-8C6DC032E96A","1 - DAYLIGHT","185007134","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45211",0.113723234143598,1050041,39.1412332418147,-84.6047875479478,"Westwood",204284
"N I75 AT 2-4 MM",39.124594,-84.535515,"51-60","N/A","N/A","07/14/2016 10:53:00 AM +0000","07 - ON RAMP","1 - FATAL INJURY",1,"07/14/2016 10:53:00 AM +0000","THU","M - MALE","5 - FATAL","FA22B884-313E-4B1F-81F7-47D0DAB5A6B7","1 - DAYLIGHT","165011046","2 - REAR-END","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45214",0.13133625093408,740034,39.1255008034852,-84.5347519489179,"Camp Washington",199841
"4XX DORCHESTER AV",39.118047,-84.503205,"51-60","N/A","N/A","12/06/2015 08:54:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/06/2015 08:55:00 AM +0000","SUN","F - FEMALE","5 - FATAL","992107AB-CD44-4B6E-B6EE-69B0BF874643","1 - DAYLIGHT","155017874","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","3 - FOG, SMOG, SMOKE","45219",0.202587981513476,600031,39.1187449977388,-84.5031229659527,"Mt. Auburn",274621
"53XX COLUMBIA PY",39.140355,-84.398228,"61-70","N/A","N/A","06/05/2016 08:06:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/05/2016 08:06:00 AM +0000","SUN","M - MALE","5 - FATAL","0A0D93E9-2FBE-4DF8-BF69-1052566D1F8C","1 - DAYLIGHT","165008796","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45208",0.00586575157723216,150038,39.1344184744862,-84.4014584773965,"Linwood",201803
"14XX COLUMBIA PY",39.111705,-84.489806,"26-30","N/A","N/A","04/03/2014 02:31:00 AM +0000","04 - Y-INTERSECTION","1 - FATAL INJURY",1,"04/03/2014 02:31:00 AM +0000","THU","M - MALE","5 - FATAL","B29FFAD8-1DD3-409D-A4F7-CF127F5966B6","4 - DARK - LIGHTED ROADWAY","145002546","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","4 - RAIN","45202",0.150697791485747,540028,39.1119898902136,-84.4895676898778,"Mt. Adams",274619
"23XX DANA AV",39.143353,-84.454094,"26-30","N/A","N/A","07/26/2015 12:40:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/26/2015 12:40:00 PM +0000","SUN","M - MALE","5 - FATAL","310C71D7-AD66-4153-83E9-FC850DD0FC25","1 - DAYLIGHT","155010239","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45208",0.156918046508561,380042,39.1434686330082,-84.4534202995538,"Hyde Park",201414
"26XX CENTRAL PY",39.136172,-84.532216,"26-30","N/A","N/A","08/07/2017 11:31:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/07/2017 11:31:00 AM +0000","MON","M - MALE","5 - FATAL","63FFFFB6-7D36-4BB7-B317-9487664F27C5","1 - DAYLIGHT","175011841","6 - ANGLE","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","4 - RAIN","45214",0.0949880098861129,730039,39.136750682916,-84.5324927356996,"CUF",273417
"27XX HARRISON AV",39.141551,-84.589396,"31-40","N/A","N/A","06/08/2018 12:40:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/08/2018 12:43:00 AM +0000","FRI","M - MALE","5 - FATAL","A30C8EEB-893C-41FE-8FCD-6E192544AAEF","4 - DARK - LIGHTED ROADWAY","185008002","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45211",0.148686928951578,980041,39.1412408740867,-84.5889730615639,"Westwood",204284
"42XX SPRING GROVE AV",39.161047,-84.528657,"41-50","N/A","N/A","10/16/2015 02:40:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/10/2016 04:05:00 PM +0000","FRI","M - MALE","5 - FATAL","3A4E5DE7-00E2-4340-B0C2-16A83C8B2432","1 - DAYLIGHT","155015042","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45223",0.152912577152511,710050,39.1615003128341,-84.5279743092846,"Northside",274791
"38XX READING RD",39.152562,-84.48335,"41-50","AVONDALE - NORTH AVONDALE","NORTH AVONDALE","07/17/2016 12:45:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/17/2016 12:45:00 AM +0000","SUN","F - FEMALE","5 - FATAL","DC102990-BCEB-44ED-A76E-F5E84048B356","4 - DARK - LIGHTED ROADWAY","165011210","2 - REAR-END","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","AVONDALE","O - OCCUPANT","2 - CLOUDY","45229",0.114310488949976,510046,39.1524867835706,-84.4827900525115,"North Avondale",274686
"34XX MADISON RD",39.158679,-84.421811,"OVER 70","N/A","N/A","12/21/2016 02:49:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"12/21/2016 02:49:00 PM +0000","WED","M - MALE","5 - FATAL","BA1338F2-03B7-4881-801F-F29B6571FD0C","1 - DAYLIGHT","165021345","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45209",0.15994740974387,240049,39.1591908586081,-84.4217913552852,"Oakley",202657
"48XX GRAY RD",39.180333,-84.525865,"51-60","N/A","N/A","04/17/2018 06:45:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/17/2018 06:47:00 PM +0000","TUE","M - MALE","5 - FATAL","BA17BC53-9308-400D-BCC3-96DC7DB0A7BE","1 - DAYLIGHT","185005365","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45232",0.154101475540865,700058,39.1795000673321,-84.5257150960868,"Winton Place",204406
