"requestid","requesttyp","requestdat","comments","usertype","near_inter","near_str","strsegid","additional_comments","sna_name","srvy_address","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
239,"Vehicles run red lights or stop signs","07/02/2018","Cars very often run these red lights.  As long as the cross traffic hasn't started moving yet, they zoom on through.","drives","MONTANA AV & HARRISON AV","Harrison Av","2383297554623834955237","I agree.  I have watched TWO accidents occur at this intersection from people running red lights!","Westwood","MONTANA AV & HARRISON AV, Cincinnati, OH, USA","MONTANA AV & HARRISON AV, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.129306422989469,970046,39.152491799463,-84.5867138489778,"Westwood",204284
239,"Vehicles run red lights or stop signs","07/02/2018","Cars very often run these red lights.  As long as the cross traffic hasn't started moving yet, they zoom on through.","drives","MONTANA AV & HARRISON AV","Harrison Av","2383297554623834955237","Agreed.","Westwood","MONTANA AV & HARRISON AV, Cincinnati, OH, USA","MONTANA AV & HARRISON AV, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.129306422989469,970046,39.152491799463,-84.5867138489778,"Westwood",204284
239,"Vehicles run red lights or stop signs","07/02/2018","Cars very often run these red lights.  As long as the cross traffic hasn't started moving yet, they zoom on through.","drives","MONTANA AV & HARRISON AV","Harrison Av","2383297554623834955237","I agree. Saw a pedestrian struck when a car ran the light.","Westwood","MONTANA AV & HARRISON AV, Cincinnati, OH, USA","MONTANA AV & HARRISON AV, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.129306422989469,970046,39.152491799463,-84.5867138489778,"Westwood",204284
239,"Vehicles run red lights or stop signs","07/02/2018","Cars very often run these red lights.  As long as the cross traffic hasn't started moving yet, they zoom on through.","drives","MONTANA AV & HARRISON AV","Harrison Av","2383297554623834955237","I agree.  Center turn lane adds to issue, with folks racing from turn lane to go straight on Montana.  Recently had a hit and run pedestrian accident.  Need traffic-calming strategy/measures.  Intersection seeing more pedestrians/businesses.","Westwood","MONTANA AV & HARRISON AV, Cincinnati, OH, USA","MONTANA AV & HARRISON AV, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.129306422989469,970046,39.152491799463,-84.5867138489778,"Westwood",204284
239,"Vehicles run red lights or stop signs","07/02/2018","Cars very often run these red lights.  As long as the cross traffic hasn't started moving yet, they zoom on through.","drives","MONTANA AV & HARRISON AV","Harrison Av","2383297554623834955237","I agree. Have had a few 
Close Calls","Westwood","MONTANA AV & HARRISON AV, Cincinnati, OH, USA","MONTANA AV & HARRISON AV, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.129306422989469,970046,39.152491799463,-84.5867138489778,"Westwood",204284
239,"Vehicles run red lights or stop signs","07/02/2018","Cars very often run these red lights.  As long as the cross traffic hasn't started moving yet, they zoom on through.","drives","MONTANA AV & HARRISON AV","Harrison Av","2383297554623834955237","I agree! I have had many close calls with people running the light while I am crossing!","Westwood","MONTANA AV & HARRISON AV, Cincinnati, OH, USA","MONTANA AV & HARRISON AV, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.129306422989469,970046,39.152491799463,-84.5867138489778,"Westwood",204284
249,"Vehicles run red lights or stop signs","07/02/2018","Drivers will run you over in this intersection.","walks","EGGLESTON AV & E PETE ROSE WY","Eggleston Av","3350899794133512527675","Diseregard for pedestrians and crosswalks","East End","EGGLESTON AV & E PETE ROSE WY, Cincinnati, OH, USA","EGGLESTON AV & E PETE ROSE WY, Cincinnati, OH, USA",39.107155,-84.507773,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.137280518933986,620026,39.1074963395879,-84.5076413917421,"Central Business District",273189
2593,"Vehicles run red lights or stop signs","13/02/2018","Vehicles frequently run red lights while Children's hospital employees and patients cross at this intersection.","walks","BURNET AV & KASOTA ST","Burnet Av","3381090099733811351395","I agree","Corryville","BURNET AV & KASOTA ST, Cincinnati, OH, USA","BURNET AV & KASOTA ST, Cincinnati, OH, USA",39.133086,-84.501258,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville","200172",0.134771840987532,590037,39.1322442681282,-84.5008637531039,"Avondale",199345
262,"Vehicles run red lights or stop signs","07/02/2018","The stop sign is regularly ignored. It is an offset 4-way stop intersection, which can be confusing, but should not be an excuse not to stop. My children and I have almost been hit several times while walking in the neighborhood.","walks","ACADEMY AV & ST LAWRENCE AV","Academy Av","2498694099025087711781","Agree","West Price Hill","ACADEMY AV & ST LAWRENCE AV, Cincinnati, OH, USA","ACADEMY AV & ST LAWRENCE AV, Cincinnati, OH, USA",39.106657,-84.579357,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll","275981",0.162470433857979,940026,39.107494246672,-84.5799362107732,"West Price HIll",275981
262,"Vehicles run red lights or stop signs","07/02/2018","The stop sign is regularly ignored. It is an offset 4-way stop intersection, which can be confusing, but should not be an excuse not to stop. My children and I have almost been hit several times while walking in the neighborhood.","walks","ACADEMY AV & ST LAWRENCE AV","Academy Av","2498694099025087711781","Yes! This intersection is too confusing!","West Price Hill","ACADEMY AV & ST LAWRENCE AV, Cincinnati, OH, USA","ACADEMY AV & ST LAWRENCE AV, Cincinnati, OH, USA",39.106657,-84.579357,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll","275981",0.162470433857979,940026,39.107494246672,-84.5799362107732,"West Price HIll",275981
272,"Vehicles run red lights or stop signs","07/02/2018","Vehicles often run red lights at this intersection in front of the school. I have personally witnessed many children almost get hit while in crosswalk.  Need more signage, blinking lights, police monitoring, etc.","walks","LESTER RD & MONTGOMERY RD","Montgomery Rd","4281041597842817706249","i agree!  it also seems like there is no ?\80\9Cschool zone?\80\BE like others schools have- flashing lights or bright markers on street etc may help drivers know to slow down","Pleasant Ridge","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA",39.178616,-84.431545,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.0486501197988376,280058,39.1794496804609,-84.4308281938014,"Pleasant Ridge",202946
272,"Vehicles run red lights or stop signs","07/02/2018","Vehicles often run red lights at this intersection in front of the school. I have personally witnessed many children almost get hit while in crosswalk.  Need more signage, blinking lights, police monitoring, etc.","walks","LESTER RD & MONTGOMERY RD","Montgomery Rd","4281041597842817706249","I agree, the crossing guard is also acting as a traffic cop.  Most issues are people passing through, but, there are also parents that drop their kids off by stopping on Montgomery Rd, which is very dangerous.","Pleasant Ridge","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA",39.178616,-84.431545,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.0486501197988376,280058,39.1794496804609,-84.4308281938014,"Pleasant Ridge",202946
272,"Vehicles run red lights or stop signs","07/02/2018","Vehicles often run red lights at this intersection in front of the school. I have personally witnessed many children almost get hit while in crosswalk.  Need more signage, blinking lights, police monitoring, etc.","walks","LESTER RD & MONTGOMERY RD","Montgomery Rd","4281041597842817706249","This is a critical issue-- it should not be the crossing guards job to monitor traffic-- she puts her life on the line each time she assists at this intersection. 
We need traffic enforcement from CPD.","Pleasant Ridge","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA",39.178616,-84.431545,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.0486501197988376,280058,39.1794496804609,-84.4308281938014,"Pleasant Ridge",202946
272,"Vehicles run red lights or stop signs","07/02/2018","Vehicles often run red lights at this intersection in front of the school. I have personally witnessed many children almost get hit while in crosswalk.  Need more signage, blinking lights, police monitoring, etc.","walks","LESTER RD & MONTGOMERY RD","Montgomery Rd","4281041597842817706249","A left-hand traffic arrow from Montgomery onto Lester could help alleviate some of the back-up on Montgomery Road.","Pleasant Ridge","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA","LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA",39.178616,-84.431545,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.0486501197988376,280058,39.1794496804609,-84.4308281938014,"Pleasant Ridge",202946
285,"Vehicles run red lights or stop signs","07/02/2018","Cars regularly run this stop sign. No less than 6 children live nearby who often walk/cross the intersection.","walks","ELGIN DR & WAREHAM DR","Wareham Dr","3351539031233515720557","","Walnut Hills","ELGIN DR & WAREHAM DR, Cincinnati, OH, USA","ELGIN DR & WAREHAM DR, Cincinnati, OH, USA",39.108875,-84.499192,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams","274619",0.112160589895462,580027,39.109743463778,-84.4986045403971,"Mt. Adams",274619
287,"Vehicles run red lights or stop signs","07/02/2018","Many people run red lights at this intersection and do not yield to pedestrians when turning.  I have witnessed many near accidents with pedestrians.  Many people speed as the come down Montgomery Road and do not notice the light.","walks","MONTGOMERY RD & WOODMONT AV","Montgomery Rd","4282799674942830126891","I have almost been hit in this crosswalk.","Pleasant Ridge","MONTGOMERY RD & WOODMONT AV, Cincinnati, OH, USA","MONTGOMERY RD & WOODMONT AV, Cincinnati, OH, USA",39.182725,-84.424189,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.147859267062473,250059,39.1816931378173,-84.4240505646338,"Pleasant Ridge",202946
287,"Vehicles run red lights or stop signs","07/02/2018","Many people run red lights at this intersection and do not yield to pedestrians when turning.  I have witnessed many near accidents with pedestrians.  Many people speed as the come down Montgomery Road and do not notice the light.","walks","MONTGOMERY RD & WOODMONT AV","Montgomery Rd","4282799674942830126891","I agree.","Pleasant Ridge","MONTGOMERY RD & WOODMONT AV, Cincinnati, OH, USA","MONTGOMERY RD & WOODMONT AV, Cincinnati, OH, USA",39.182725,-84.424189,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.147859267062473,250059,39.1816931378173,-84.4240505646338,"Pleasant Ridge",202946
2961,"Vehicles run red lights or stop signs","15/02/2018","Speed limits are ignored. People do not stop at stop signs.","drives","AUDUBON ST & COLUMBIA PKWY","Columbia Pkwy","3751399588840845625093","","Hyde Park","AUDUBON ST & COLUMBIA PKWY, Cincinnati, OH, USA","AUDUBON ST & COLUMBIA PKWY, Cincinnati, OH, USA",39.12263,-84.452629,"locality,political","locality","OH","Hamilton","Cincinnati","East End","273544",0.173327977839759,380033,39.1232186192628,-84.4534202996338,"East End",273544
3,"Vehicles run red lights or stop signs","07/02/2018","Cars constantly rush through here on red lights.  I'm am so tired of this.  I am so afraid to walk downtown.","walks","CENTRAL AV & W 9TH ST","W 9th St","3315192865633153438678","I agree this is a very dangerous area.  A lot of people hanging in this area.  Cars will just pull up in non-parking area.  People selling drugs on the street corner.","West End","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA",39.10489,-84.51726,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0781558588149655,660025,39.1052485176777,-84.5166782437338,"Central Business District",273189
3,"Vehicles run red lights or stop signs","07/02/2018","Cars constantly rush through here on red lights.  I'm am so tired of this.  I am so afraid to walk downtown.","walks","CENTRAL AV & W 9TH ST","W 9th St","3315192865633153438678","This intersection has heavy traffic 4-6pm entering N and S I75. People should stop using this intersection as a pedestrian pickup point - cars are always parked along 9th St waiting to pickup people causing chaos. DESIGNATE NO PARKING ON 9TH HERE!","West End","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA",39.10489,-84.51726,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0781558588149655,660025,39.1052485176777,-84.5166782437338,"Central Business District",273189
3,"Vehicles run red lights or stop signs","07/02/2018","Cars constantly rush through here on red lights.  I'm am so tired of this.  I am so afraid to walk downtown.","walks","CENTRAL AV & W 9TH ST","W 9th St","3315192865633153438678","Walk sign too short don't get time to cross over to other side of street before it starts blinking this happens on 7th and Central Ave as well. Needs to make light longer for people to walk across street","West End","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA",39.10489,-84.51726,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0781558588149655,660025,39.1052485176777,-84.5166782437338,"Central Business District",273189
3,"Vehicles run red lights or stop signs","07/02/2018","Cars constantly rush through here on red lights.  I'm am so tired of this.  I am so afraid to walk downtown.","walks","CENTRAL AV & W 9TH ST","W 9th St","3315192865633153438678","I agree. There has been at least 3 pedestrians fatally killed on this intersection! City Engineers need to revisit this issue for the safety of the pedestrians who walk this route everyday.","West End","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA",39.10489,-84.51726,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0781558588149655,660025,39.1052485176777,-84.5166782437338,"Central Business District",273189
3,"Vehicles run red lights or stop signs","07/02/2018","Cars constantly rush through here on red lights.  I'm am so tired of this.  I am so afraid to walk downtown.","walks","CENTRAL AV & W 9TH ST","W 9th St","3315192865633153438678","Once vehicles get the green light heading west on W9th, the speed through, hitting high speeds within a 100 yards. Very dangerous for people pulling out of Gateway parking lot.","West End","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA",39.10489,-84.51726,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0781558588149655,660025,39.1052485176777,-84.5166782437338,"Central Business District",273189
3,"Vehicles run red lights or stop signs","07/02/2018","Cars constantly rush through here on red lights.  I'm am so tired of this.  I am so afraid to walk downtown.","walks","CENTRAL AV & W 9TH ST","W 9th St","3315192865633153438678","Pedestrians crossing north or south on Central at W 9th get the light at the same time the cars on Central turning onto W 9th get the green light. Vehicles are always cutting off pedestrians in the crosswalk or cars keep moving towards pedestrians.","West End","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA","CENTRAL AV & W 9TH ST, Cincinnati, OH, USA",39.10489,-84.51726,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0781558588149655,660025,39.1052485176777,-84.5166782437338,"Central Business District",273189
300,"Vehicles run red lights or stop signs","07/02/2018","District 1 cops run this light too.","walks","RACE ST & W 13TH ST","W 13th St","3316307037933164370404","I agree","Over-the-Rhine","RACE ST & W 13TH ST, Cincinnati, OH, USA","RACE ST & W 13TH ST, Cincinnati, OH, USA",39.109203,-84.516674,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
305,"Vehicles run red lights or stop signs","07/02/2018","Cross Walk needs a timer for pedestrians so they know how long before the light will change.","walks","RACE ST & W 4TH ST","Race St","3326908690833269376728","The walk signal is ridiculously  short.  Turning cars and buses will attempt to cut you off.  If you don't at least have the modest protection of a walk light you are perceived by the driver's to be in the wrong; they will crowd you and cut you off.","Downtown","RACE ST & W 4TH ST, Cincinnati, OH, USA","RACE ST & W 4TH ST, Cincinnati, OH, USA",39.099714,-84.514286,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.102600222968686,650023,39.100748034025,-84.5144190306949,"Central Business District",273189
306,"Vehicles run red lights or stop signs","07/02/2018","Mostly these are dump trucks using this as a cut-through that run the stop sign.","walks","HOME CITY AV & MONITOR AV","Monitor Av","1157347333615281673893","I agree","Sayler Park","HOME CITY AV & MONITOR AV, Cincinnati, OH, USA","HOME CITY AV & MONITOR AV, Cincinnati, OH, USA",39.11208,-84.693558,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park","203392",0.0895404126800531,1440028,39.1119015927487,-84.6928967308567,"Sayler Park",203392
306,"Vehicles run red lights or stop signs","07/02/2018","Mostly these are dump trucks using this as a cut-through that run the stop sign.","walks","HOME CITY AV & MONITOR AV","Monitor Av","1157347333615281673893","I agree.","Sayler Park","HOME CITY AV & MONITOR AV, Cincinnati, OH, USA","HOME CITY AV & MONITOR AV, Cincinnati, OH, USA",39.11208,-84.693558,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park","203392",0.0895404126800531,1440028,39.1119015927487,-84.6928967308567,"Sayler Park",203392
308,"Vehicles run red lights or stop signs","07/02/2018","There is a blind intersection and no mirror to see cars.","bikes","DART ST & HILLSIDE AV","Dart St","1539494948715395669116","I agree!","Riverside","DART ST & HILLSIDE AV, Cincinnati, OH, USA","DART ST & HILLSIDE AV, Cincinnati, OH, USA",39.103766,-84.681529,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park","203392",0.136791138447919,1390024,39.1029157612621,-84.6816006942974,"Sayler Park",203392
313,"Vehicles run red lights or stop signs","07/02/2018","District 1 police run red lights, fail to signal and in general are extremely dangerous.  I have almost been hit 3 times.","walks","ERICH KUNZEL WY & W 14TH ST","W 14th St","3315324064333157750720","","Over-the-Rhine","ERICH KUNZEL WY & W 14TH ST, Cincinnati, OH, USA","ERICH KUNZEL WY & W 14TH ST, Cincinnati, OH, USA",39.110236,-84.517777,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
314,"Vehicles run red lights or stop signs","07/02/2018","District 1 police run red lights.  I understand they feel like they?\80\99re above the law, but atleast turn your flashers on.","walks","RACE ST & W 14TH ST","Race St","3316235079633163070379","","Over-the-Rhine","RACE ST & W 14TH ST, Cincinnati, OH, USA","RACE ST & W 14TH ST, Cincinnati, OH, USA",39.109203,-84.516674,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
317,"Vehicles run red lights or stop signs","07/02/2018","One time a district 1 cop pulled out from behind a car to run this light, almost got 2 of us.  Oh yea, no flashers.","walks","W 12TH ST & RACE ST","W 12th St","3316379996133165239986","","Over-the-Rhine","W 12TH ST & RACE ST, Cincinnati, OH, USA","W 12TH ST & RACE ST, Cincinnati, OH, USA",39.107354,-84.52114,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.0996038816770616,680026,39.1074993481455,-84.5211966699107,"West End",276647
324,"Vehicles run red lights or stop signs","07/02/2018","It?\80\99s funny how the civialin population are much safer drivers in a pedestrian location.  Yes, district 1 cops run this light too. 
I?\80\99m not marking anymore spots.","walks","W 14TH ST & VINE ST","W 14th St","3316565085833166910876","I agree. Cars speed on Main Street, run red lights. As a person who walks and rides a bike on Main Street, I really don't feel safe with the speeding there. Needs more stop signs (not lights) and traffic enforcement.","Over-the-Rhine","W 14TH ST & VINE ST, Cincinnati, OH, USA","W 14TH ST & VINE ST, Cincinnati, OH, USA",39.110589,-84.51536,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,650027,39.1097480420928,-84.5144190306774,"Over-The-Rhine",202750
3267,"Vehicles run red lights or stop signs","16/02/2018","There are stop signs on St. Williams.  Requesting stop signs on Sunset.  This is a location of many near misses.  Also, because of elementary school  crosswalk needs better signage and stop sign would slow traffic.","travels (other)","SUNSET AV & ST WILLIAMS AV","Sunset Av","2496733059524967800988","","West Price Hill","SUNSET AV & ST WILLIAMS AV, Cincinnati, OH, USA","SUNSET AV & ST WILLIAMS AV, Cincinnati, OH, USA",39.108574,-84.585656,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll","275981",0.136818686270967,970026,39.1074917613407,-84.5867138489078,"West Price HIll",275981
341,"Vehicles run red lights or stop signs","07/02/2018","District 1 cops run this light non stop.  Sit here one day at the shift change around 6-am.  You could write 20 tickets for multiple traffic violations. We could solve the city?\80\99s debt just ticketing cops and their illegal driving.","walks","W 14TH ST & CENTRAL AV","Central Av","3314882056633149150373","","West End","W 14TH ST & CENTRAL AV, Cincinnati, OH, USA","W 14TH ST & CENTRAL AV, Cincinnati, OH, USA",39.110236,-84.517777,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
344,"Vehicles run red lights or stop signs","07/02/2018","Stop sign on Robertson that says no stop if turning right. Those who aren't turning right don't stop enough to allow people at the stop sign facing Robertson to go before they make their turn.  Happens multiple times a week.","drives","MILLSBRAE AV & ROBERTSON AV","Robertson Av","4068748695040691146912","This really should be yield, not a stop.  Stopping when turning left can really impede traffic continuing to the right.","Oakley","MILLSBRAE AV & ROBERTSON AV, Cincinnati, OH, USA","MILLSBRAE AV & ROBERTSON AV, Cincinnati, OH, USA",39.149477,-84.43961,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.196416085280543,320045,39.1502077772483,-84.4398650346884,"Oakley",202657
3493,"Vehicles run red lights or stop signs","19/02/2018","especially during the rush hour, people in a rush to get to work, run the red lights just east of Fairbanks Avenue all the time.","drives","RIVER RD & SOUTHSIDE AV","River Rd","2891882307828920653102","","Riverside","RIVER RD & SOUTHSIDE AV, Cincinnati, OH, USA","RIVER RD & SOUTHSIDE AV, Cincinnati, OH, USA",39.100269,-84.670744,"locality,political","locality","OH","Hamilton","Cincinnati","Riverside","203181",0.113775443231307,1350023,39.1006763118141,-84.6725638618917,"Riverside",203181
352,"Vehicles run red lights or stop signs","07/02/2018","There should be a left turn signal at Brotherton. I constantly see people speeding to beat the red light or an oncoming car at the intersection of Ridge and Brotherton, which puts pedestrians crossing properly at risk.","drives","RIDGE AV & BROTHERTON RD","Brotherton Rd","4252723603642532336070","Agree. Both for pedestrians and for general traffic flow, there should be a turn light or leading green on Ridge at Brotherton.","Oakley","RIDGE AV & BROTHERTON RD, Cincinnati, OH, USA","RIDGE AV & BROTHERTON RD, Cincinnati, OH, USA",39.18799,-84.429535,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.115716392974781,270061,39.1861975463565,-84.4285689839155,"Pleasant Ridge",202946
352,"Vehicles run red lights or stop signs","07/02/2018","There should be a left turn signal at Brotherton. I constantly see people speeding to beat the red light or an oncoming car at the intersection of Ridge and Brotherton, which puts pedestrians crossing properly at risk.","drives","RIDGE AV & BROTHERTON RD","Brotherton Rd","4252723603642532336070","I agree","Oakley","RIDGE AV & BROTHERTON RD, Cincinnati, OH, USA","RIDGE AV & BROTHERTON RD, Cincinnati, OH, USA",39.18799,-84.429535,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.115716392974781,270061,39.1861975463565,-84.4285689839155,"Pleasant Ridge",202946
3530,"Vehicles run red lights or stop signs","19/02/2018","Timing is terrible on the light at the intersection of Mitchell and Vine.  Every light multiple people run the light.  The most hazardous part is vehicles turning left on Mitchell from vine (headed towards interstate).","drives","E MITCHELL AV & VINE ST","Vine St","3400174892234004039587","","","E MITCHELL AV & VINE ST, Cincinnati, OH, USA","E MITCHELL AV & VINE ST, Cincinnati, OH, USA",39.114419,-84.516319,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.117281615011978,660029,39.1142485257709,-84.5166782437173,"Over-The-Rhine",202750
3571,"Vehicles run red lights or stop signs","20/02/2018","Needs bike facilities - protected bike lane on Race Street from Findlay to 3rd street","bikes","RACE ST & W 14TH ST","Race St","3316235079633163070379","Please, this would be nice because we can't count on the streetcar running or being on time (SAD)","Over-the-Rhine","RACE ST & W 14TH ST, Cincinnati, OH, USA","RACE ST & W 14TH ST, Cincinnati, OH, USA",39.109203,-84.516674,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
362,"Vehicles run red lights or stop signs","07/02/2018","Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk","walks","HERSCHEL AV & HARDISTY AV","Herschel Av","4233106780542332467896","really poor behaviors at all tmes of the day, but particularly in the early AM","Mt. Lookout","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.143346753838461,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
362,"Vehicles run red lights or stop signs","07/02/2018","Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk","walks","HERSCHEL AV & HARDISTY AV","Herschel Av","4233106780542332467896","slow and go thru stop signs. Kids walk to/from school","Mt. Lookout","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.143346753838461,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
362,"Vehicles run red lights or stop signs","07/02/2018","Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk","walks","HERSCHEL AV & HARDISTY AV","Herschel Av","4233106780542332467896","I agree.  This is an issue going in both directions.","Mt. Lookout","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.143346753838461,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
362,"Vehicles run red lights or stop signs","07/02/2018","Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk","walks","HERSCHEL AV & HARDISTY AV","Herschel Av","4233106780542332467896","Agree!","Mt. Lookout","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.143346753838461,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
362,"Vehicles run red lights or stop signs","07/02/2018","Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk","walks","HERSCHEL AV & HARDISTY AV","Herschel Av","4233106780542332467896","again this mroning, almost run over by a vehicle completely ignoring the stop sign and me - a pedestrian - in the cross walk","Mt. Lookout","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.143346753838461,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
362,"Vehicles run red lights or stop signs","07/02/2018","Drivers traveling North and turning right usually do not stop. Drivers do not notice pedestrians trying to use the crosswalk","walks","HERSCHEL AV & HARDISTY AV","Herschel Av","4233106780542332467896","just a mater of time until there si a seriouse vehicle-pedestrian accident here","Mt. Lookout","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.143346753838461,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
