street,city,,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc,
SANDRUN RD, Cincinnati,SANDRUN RD Cincinnati,OH,45052,39.300148,-84.471688,SANDRUN RD Cincinnati,OH,,39.12198,-84.522357,74,Very Walkable
STRT50 , Cincinnati,STRT50  Cincinnati,OH,0,39.113392,-84.263671,STRT5  Cincinnati,OH,,39.113392,-84.263671,2,Car-Dependent
JEFFERSON AVE, Cincinnati,JEFFERSON AVE Cincinnati,OH,45033,39.166067,-84.496389,94,Walker's Paradise,Bikeable,59,56,Good Transit,
USROUTE50 , Cincinnati,USROUTE50  Cincinnati,OH,0,39.161153,-84.38571,USROUTE5  Cincinnati,OH,,39.161153,-84.38571,6,Somewhat Walkable
KOPP LN, Cincinnati,KOPP LN Cincinnati,OH,0,39.161153,-84.38571,KOPP LN Cincinnati,OH,,39.161153,-84.38571,6,Somewhat Walkable
CENTERHILL AVE, Cincinnati,CENTERHILL AVE Cincinnati,OH,45232,39.188943,-84.498413,CENTERHILL AVE Cincinnati,OH,45216,39.18682,-84.494976,38,Car-Dependent
DOBERRER AVE, Cincinnati,DOBERRER AVE Cincinnati,OH,45232,39.17751,-84.517141,DOBERRER AVE Cincinnati,OH,45232,39.17751,-84.517141,3,Car-Dependent
KINGSRUN DR, Cincinnati,KINGSRUN DR Cincinnati,OH,45232,39.175619,-84.509223,KINGSRUN DR Cincinnati,OH,45232,39.175619,-84.59223,42,Car-Dependent
ROBERTA DR, Cincinnati,ROBERTA DR Cincinnati,OH,45215,39.254641,-84.475877,ROBERTA DR Cincinnati,OH,45215,39.254641,-84.475877,27,Car-Dependent
BROOKHAVEN AVE, Cincinnati,BROOKHAVEN AVE Cincinnati,OH,45215,39.25486,-84.476455,BROOKHAVEN AVE Cincinnati,OH,45215,39.25486,-84.476455,25,Car-Dependent
BRAYTON AVE, Cincinnati,BRAYTON AVE Cincinnati,OH,45215,39.23385,-84.482129,BRAYTON AVE Cincinnati,OH,45215,39.23385,-84.482129,2,Car-Dependent
CONGRESSRUN RD, Cincinnati,CONGRESSRUN RD Cincinnati,OH,45215,39.219167,-84.493446,CONGRESSRUN RD Cincinnati,OH,45215,39.219167,-84.493446,2,Car-Dependent
BEECHWOOD DR, Cincinnati,BEECHWOOD DR Cincinnati,OH,45215,39.236185,-84.478359,BEECHWOOD DR Cincinnati,OH,45215,39.236185,-84.478359,25,Car-Dependent
LINDEN DR, Cincinnati,LINDEN DR Cincinnati,OH,45215,39.271874,-84.454966,71,Very Walkable,Bikeable,5,36,Some Transit,
WOODRUFF LN, Cincinnati,WOODRUFF LN Cincinnati,OH,45215,39.243483,-84.472282,WOODRUFF LN Cincinnati,OH,45215,39.243483,-84.472282,42,Car-Dependent
CRESCENT AVE, Cincinnati,CRESCENT AVE Cincinnati,OH,45215,39.222661,-84.465753,CRESCENT AVE Cincinnati,OH,45215,39.222661,-84.465753,62,Somewhat Walkable
CLARK AVE, Cincinnati,CLARK AVE Cincinnati,OH,45215,39.221584,-84.472877,CLARK AVE Cincinnati,OH,45215,39.221584,-84.472877,64,Somewhat Walkable
CHARLES ST, Cincinnati,CHARLES ST Cincinnati,OH,45215,39.107107,-84.518712,CHARLES ST Cincinnati,OH,45215,39.1717,-84.518712,95,Walker's Paradise
HILLTOP LN, Cincinnati,HILLTOP LN Cincinnati,OH,0,39.221037,-84.498584,49,Car-Dependent,Somewhat Bikeable,3,,,
RIDGEWAY AVE, Cincinnati,RIDGEWAY AVE Cincinnati,OH,45215,39.219101,-84.467136,73,Very Walkable,Somewhat Bikeable,5,54,Good Transit,
PLEASANTHILL DR, Cincinnati,PLEASANTHILL DR Cincinnati,OH,45215,39.224719,-84.482917,PLEASANTHILL DR Cincinnati,OH,4524,39.27414,-84.55579,24,Car-Dependent
WOODKNOLL TE, Cincinnati,WOODKNOLL TE Cincinnati,OH,45215,39.223224,-84.490848,WOODKNOLL TE Cincinnati,OH,45215,39.223224,-84.49848,,Car-Dependent
FLEMRIDGE CT, Cincinnati,FLEMRIDGE CT Cincinnati,OH,45231,39.233441,-84.492407,FLEMRIDGE CT Cincinnati,OH,45231,39.233441,-84.49247,2,Car-Dependent
FOREST AVE, Cincinnati,FOREST AVE Cincinnati,OH,0,39.23629,-84.480396,33,Car-Dependent,Somewhat Bikeable,21,41,Some Transit,
SHERRY RD, Cincinnati,SHERRY RD Cincinnati,OH,0,39.220873,-84.474409,SHERRY RD Cincinnati,OH,45215,39.22695,-84.473993,64,Somewhat Walkable
HICKORYHILL LN, Cincinnati,HICKORYHILL LN Cincinnati,OH,45215,39.22907,-84.486373,HICKORYHILL LN Cincinnati,OH,45215,39.2297,-84.486373,1,Car-Dependent
LARCHMONT DR, Cincinnati,LARCHMONT DR Cincinnati,OH,45215,39.228065,-84.475195,LARCHMONT DR Cincinnati,OH,45215,39.22865,-84.475195,48,Car-Dependent
LAVETA CT, Cincinnati,LAVETA CT Cincinnati,OH,45215,39.232041,-84.494076,LAVETA CT Cincinnati,OH,45215,39.23241,-84.49476,7,Car-Dependent
EVERGREEN CT, Cincinnati,EVERGREEN CT Cincinnati,OH,45215,39.244854,-84.475896,EVERGREEN CT Cincinnati,OH,45215,39.244854,-84.475896,3,Car-Dependent
BROOKS AVE, Cincinnati,BROOKS AVE Cincinnati,OH,45215,39.230432,-84.475985,BROOKS AVE Cincinnati,OH,4527,39.14566,-84.4786,66,Somewhat Walkable
HALL RD, Cincinnati,HALL RD Cincinnati,OH,45240,39.1403,-84.49667,HALL RD Cincinnati,OH,4524,39.143,-84.49667,67,Somewhat Walkable
WINTON RD, Cincinnati,WINTON RD Cincinnati,OH,45240,39.285962,-84.57266,12,Car-Dependent,,,,,
SURREYWOOD DR, Cincinnati,SURREYWOOD DR Cincinnati,OH,0,39.161153,-84.38571,SURREYWOOD DR Cincinnati,OH,,39.161153,-84.38571,6,Somewhat Walkable
APPLERIDGE LN, Cincinnati,APPLERIDGE LN Cincinnati,OH,45236,39.214599,-84.430063,APPLERIDGE LN Cincinnati,OH,45236,39.214599,-84.4363,7,Car-Dependent
BELKAY LN, Cincinnati,BELKAY LN Cincinnati,OH,45237,39.201992,-84.430742,BELKAY LN Cincinnati,OH,45237,39.21992,-84.43742,4,Car-Dependent
GLENFARM CT, Cincinnati,GLENFARM CT Cincinnati,OH,45236,39.206494,-84.413076,3,Car-Dependent,,,,,
ESTHER DR, Cincinnati,ESTHER DR Cincinnati,OH,45213,39.189622,-84.428862,ESTHER DR Cincinnati,OH,45213,39.189622,-84.428862,35,Car-Dependent
FARMCREST DR, Cincinnati,FARMCREST DR Cincinnati,OH,0,39.19125,-84.427131,FARMCREST DR Cincinnati,OH,45213,39.191696,-84.42473,38,Car-Dependent
LAMARQUE DR, Cincinnati,LAMARQUE DR Cincinnati,OH,45236,39.236197,-84.420769,2,Car-Dependent,,,,,
WHITETREE CR, Cincinnati,WHITETREE CR Cincinnati,OH,45236,39.212903,-84.419397,WHITETREE CR Cincinnati,OH,45236,39.21293,-84.419397,6,Car-Dependent
RIDGE RD, Cincinnati,RIDGE RD Cincinnati,OH,45213,39.19267,-84.430746,9,Car-Dependent,,,,,
FAIROAKS DR, Cincinnati,FAIROAKS DR Cincinnati,OH,45237,39.196244,-84.442194,FAIROAKS DR Cincinnati,OH,45237,39.196244,-84.442194,9,Car-Dependent
CLEARWOOD CT, Cincinnati,CLEARWOOD CT Cincinnati,OH,45236,39.201813,-84.41326,CLEARWOOD CT Cincinnati,OH,45236,39.21813,-84.41326,2,Car-Dependent
MEADOWBROOK DR, Cincinnati,MEADOWBROOK DR Cincinnati,OH,45237,39.199536,-84.440982,MEADOWBROOK DR Cincinnati,OH,45237,39.199536,-84.44982,3,Car-Dependent
FRENCHPARK PL, Cincinnati,FRENCHPARK PL Cincinnati,OH,45237,39.203571,-84.424755,FRENCHPARK PL Cincinnati,OH,45237,39.23571,-84.424755,4,Car-Dependent
RIDGEWAYCLOSE , Cincinnati,RIDGEWAYCLOSE  Cincinnati,OH,0,39.203017,-84.417539,RIDGEWAYCLOSE  Cincinnati,OH,,39.2317,-84.417539,4,Car-Dependent
AMBERCREEK DR, Cincinnati,AMBERCREEK DR Cincinnati,OH,45237,39.204419,-84.421175,4,Car-Dependent,,,,,
BURNEY LN, Cincinnati,BURNEY LN Cincinnati,OH,0,39.29771,-84.463282,28,Car-Dependent,Somewhat Bikeable,41,,,
CHADWICK LN, Cincinnati,CHADWICK LN Cincinnati,OH,0,39.112657,-84.269568,CHADWICK LN Cincinnati,OH,,39.112657,-84.269568,12,Car-Dependent
EIGHTMILE RD, Cincinnati,EIGHTMILE RD Cincinnati,OH,0,39.054094,-84.326955,EIGHTMILE RD Cincinnati,OH,45255,39.85247,-84.322222,31,Car-Dependent
PADDISON RD, Cincinnati,PADDISON RD Cincinnati,OH,0,39.112657,-84.269568,11,Car-Dependent,,,,,
BONAIR CT, Cincinnati,BONAIR CT Cincinnati,OH,45230,39.068353,-84.361096,BONAIR CT Cincinnati,OH,4523,39.68353,-84.36196,29,Car-Dependent
ARTWOOD DR, Cincinnati,ARTWOOD DR Cincinnati,OH,45230,39.068362,-84.362222,27,Car-Dependent,,,,,
CHESTNUT LN, Cincinnati,CHESTNUT LN Cincinnati,OH,45230,39.071088,-84.401771,2,Car-Dependent,,,,,
LANETTE DR, Cincinnati,LANETTE DR Cincinnati,OH,45230,39.070115,-84.378803,38,Car-Dependent,,,,,
OYSTERBAY DR, Cincinnati,OYSTERBAY DR Cincinnati,OH,0,39.068617,-84.323551,5,Somewhat Walkable,,,,,
WITT RD, Cincinnati,WITT RD Cincinnati,OH,45255,39.068357,-84.337728,42,Car-Dependent,,,,,
WILSHIRE AVE, Cincinnati,WILSHIRE AVE Cincinnati,OH,45230,39.072617,-84.372611,26,Car-Dependent,,,,,
THORNWOOD CR, Cincinnati,THORNWOOD CR Cincinnati,OH,45230,39.073553,-84.388971,THORNWOOD CR Cincinnati,OH,4523,39.73553,-84.388971,28,Car-Dependent
WITT RD, Cincinnati,WITT RD Cincinnati,OH,0,39.070912,-84.335551,42,Car-Dependent,,,,,
KINGSCOVE WY, Cincinnati,KINGSCOVE WY Cincinnati,OH,45230,39.071519,-84.368754,KINGSCOVE WY Cincinnati,OH,4523,39.71519,-84.368754,24,Car-Dependent
FIRST AVE, Cincinnati,FIRST AVE Cincinnati,OH,45244,39.138223,-84.367918,FIRST AVE Cincinnati,OH,45249,39.28612,-84.353128,12,Car-Dependent
CORALSEA DR, Cincinnati,CORALSEA DR Cincinnati,OH,45230,39.072225,-84.354949,CORALSEA DR Cincinnati,OH,4523,39.72225,-84.354949,58,Somewhat Walkable
JOETTA ST, Cincinnati,JOETTA ST Cincinnati,OH,45230,39.072041,-84.364149,JOETTA ST Cincinnati,OH,4523,39.7241,-84.364149,5,Somewhat Walkable
NORDICA LN, Cincinnati,NORDICA LN Cincinnati,OH,0,39.073617,-84.333927,NORDICA LN Cincinnati,OH,,39.73617,-84.333927,66,Somewhat Walkable
CROTTY CT, Cincinnati,CROTTY CT Cincinnati,OH,0,39.075541,-84.347013,68,Somewhat Walkable,,,,,
VICTOR AVE, Cincinnati,VICTOR AVE Cincinnati,OH,45255,39.074884,-84.343648,42,Car-Dependent,,,,,
WASHINGTON CR, Cincinnati,WASHINGTON CR Cincinnati,OH,45255,39.077063,-84.343383,WASHINGTON CR Cincinnati,OH,45255,39.7763,-84.343383,61,Somewhat Walkable
CALGERY DR, Cincinnati,CALGERY DR Cincinnati,OH,0,39.075091,-84.313021,CALGERY DR Cincinnati,OH,,39.7591,-84.3133,53,Somewhat Walkable
CASTLEBERRY CT, Cincinnati,CASTLEBERRY CT Cincinnati,OH,45255,39.076786,-84.325865,25,Car-Dependent,,,,,
VERDALE DR, Cincinnati,VERDALE DR Cincinnati,OH,45230,39.08018,-84.357801,15,Car-Dependent,,,,,
LARRYJOE DR, Cincinnati,LARRYJOE DR Cincinnati,OH,45230,39.079074,-84.366391,LARRYJOE DR Cincinnati,OH,4523,39.7974,-84.366391,25,Car-Dependent
VANCROSS CT, Cincinnati,VANCROSS CT Cincinnati,OH,45230,39.081689,-84.406792,1,Car-Dependent,,,,,
SUMMITHILLS DR, Cincinnati,SUMMITHILLS DR Cincinnati,OH,45255,39.080359,-84.317288,37,Car-Dependent,,,,,
HUNTCREST DR, Cincinnati,HUNTCREST DR Cincinnati,OH,0,39.081495,-84.340178,13,Car-Dependent,,,,,
EMERALDGLADE LN, Cincinnati,EMERALDGLADE LN Cincinnati,OH,0,39.082957,-84.347604,EMERALDGLADE LN Cincinnati,OH,,39.82957,-84.34764,26,Car-Dependent
WEXWOOD LN, Cincinnati,WEXWOOD LN Cincinnati,OH,45255,39.082983,-84.329748,WEXWOOD LN Cincinnati,OH,45255,39.82983,-84.329748,16,Car-Dependent
GRANDLE CT, Cincinnati,GRANDLE CT Cincinnati,OH,45230,39.082997,-84.355533,28,Car-Dependent,,,,,
FIRESIDE DR, Cincinnati,FIRESIDE DR Cincinnati,OH,45255,39.084548,-84.324008,27,Car-Dependent,,,,,
WINDHILL TE, Cincinnati,WINDHILL TE Cincinnati,OH,0,39.086363,-84.336156,WINDHILL TE Cincinnati,OH,,39.86363,-84.336156,14,Car-Dependent
GAINSBOROUGH LN, Cincinnati,GAINSBOROUGH LN Cincinnati,OH,45230,39.086551,-84.363605,13,Car-Dependent,,,,,
WITTMEYER DR, Cincinnati,WITTMEYER DR Cincinnati,OH,45230,39.086441,-84.356499,29,Car-Dependent,,,,,
SECOND AVE, Cincinnati,SECOND AVE Cincinnati,OH,45244,39.138249,-84.367614,SECOND AVE Cincinnati,OH,45249,39.292325,-84.351568,15,Car-Dependent
FINNEGAN LN, Cincinnati,FINNEGAN LN Cincinnati,OH,45244,39.092935,-84.328066,FINNEGAN LN Cincinnati,OH,45244,39.92935,-84.32866,17,Car-Dependent
MORNINGWATCH , Cincinnati,MORNINGWATCH  Cincinnati,OH,45244,39.096935,-84.329539,MORNINGWATCH  Cincinnati,OH,,39.123455,-84.51912,86,Very Walkable
OLDFORGE LN, Cincinnati,OLDFORGE LN Cincinnati,OH,45244,39.100798,-84.338456,OLDFORGE LN Cincinnati,OH,45244,39.1798,-84.338456,4,Car-Dependent
DEERHAVEN DR, Cincinnati,DEERHAVEN DR Cincinnati,OH,45244,39.105455,-84.337136,2,Car-Dependent,,,,,
THIRD AVE, Cincinnati,THIRD AVE Cincinnati,OH,45244,39.138578,-84.366935,THIRD AVE Cincinnati,OH,45224,39.25831,-84.55963,35,Car-Dependent
DRYRUNVIEW LN, Cincinnati,DRYRUNVIEW LN Cincinnati,OH,45244,39.117021,-84.334478,DRYRUNVIEW LN Cincinnati,OH,45244,39.11721,-84.334478,6,Car-Dependent
SUMTER PW, Cincinnati,SUMTER PW Cincinnati,OH,45244,39.138787,-84.368851,SUMTER PW Cincinnati,OH,45244,39.138787,-84.368851,2,Car-Dependent
VANVISTA DR, Cincinnati,VANVISTA DR Cincinnati,OH,45244,39.111299,-84.306818,VANVISTA DR Cincinnati,OH,45244,39.111299,-84.36818,4,Car-Dependent
TRAILVIEW CT, Cincinnati,TRAILVIEW CT Cincinnati,OH,45244,39.100843,-84.309242,TRAILVIEW CT Cincinnati,OH,45244,39.1843,-84.39242,15,Car-Dependent
WATCHPOINT DR, Cincinnati,WATCHPOINT DR Cincinnati,OH,45230,39.058854,-84.38517,WATCHPOINT DR Cincinnati,OH,4523,39.58854,-84.38517,,Car-Dependent
WATCHVIEW CT, Cincinnati,WATCHVIEW CT Cincinnati,OH,45230,39.066021,-84.393726,8,Car-Dependent,,,,,
SPYGLASSRIDGE DR, Cincinnati,SPYGLASSRIDGE DR Cincinnati,OH,45230,39.057193,-84.390238,SPYGLASSRIDGE DR Cincinnati,OH,4523,39.57193,-84.39238,,Car-Dependent
WATCHCOVE CT, Cincinnati,WATCHCOVE CT Cincinnati,OH,45230,39.060087,-84.38804,WATCHCOVE CT Cincinnati,OH,4523,39.687,-84.3884,,Car-Dependent
LILBUR LN, Cincinnati,LILBUR LN Cincinnati,OH,45230,39.061827,-84.386854,1,Car-Dependent,,,,,
BEACONWOOD DR, Cincinnati,BEACONWOOD DR Cincinnati,OH,45230,39.071976,-84.383334,BEACONWOOD DR Cincinnati,OH,4523,39.71976,-84.383334,39,Car-Dependent
EVELYN DR, Cincinnati,EVELYN DR Cincinnati,OH,45230,39.073759,-84.382585,44,Car-Dependent,,,,,
DUNWOODIE DR, Cincinnati,DUNWOODIE DR Cincinnati,OH,45230,39.057775,-84.370229,1,Car-Dependent,,,,,
GWENDOLYN DR, Cincinnati,GWENDOLYN DR Cincinnati,OH,45230,39.053904,-84.401922,GWENDOLYN DR Cincinnati,OH,4523,39.5394,-84.41922,7,Car-Dependent
WINDYHILLS RD, Cincinnati,WINDYHILLS RD Cincinnati,OH,45230,39.071672,-84.378875,WINDYHILLS RD Cincinnati,OH,4523,39.71672,-84.378875,45,Car-Dependent
FOSTER AVE, Cincinnati,FOSTER AVE Cincinnati,OH,45230,39.076228,-84.376441,FOSTER AVE Cincinnati,OH,4523,39.76228,-84.376441,44,Car-Dependent
BENNETT RD, Cincinnati,BENNETT RD Cincinnati,OH,45230,39.063854,-84.377551,BENNETT RD Cincinnati,OH,4523,39.63854,-84.377551,15,Car-Dependent
PRESIDIO CT, Cincinnati,PRESIDIO CT Cincinnati,OH,45244,39.095482,-84.36446,PRESIDIO CT Cincinnati,OH,45244,39.95482,-84.36446,11,Car-Dependent
CEDARCREST LN, Cincinnati,CEDARCREST LN Cincinnati,OH,45230,39.06371,-84.386593,CEDARCREST LN Cincinnati,OH,4523,39.6371,-84.386593,2,Car-Dependent
PERTHVIEW CT, Cincinnati,PERTHVIEW CT Cincinnati,OH,45244,39.110724,-84.359401,PERTHVIEW CT Cincinnati,OH,45244,39.11724,-84.35941,5,Car-Dependent
GOLDENGATE DR, Cincinnati,GOLDENGATE DR Cincinnati,OH,45244,39.095422,-84.362917,9,Car-Dependent,,,,,
ROYALGREEN DR, Cincinnati,ROYALGREEN DR Cincinnati,OH,45244,39.101127,-84.362487,13,Car-Dependent,,,,,
NORTHWICH DR, Cincinnati,NORTHWICH DR Cincinnati,OH,45230,39.062445,-84.363379,NORTHWICH DR Cincinnati,OH,4523,39.62445,-84.363379,3,Car-Dependent
GRANTHAM WY, Cincinnati,GRANTHAM WY Cincinnati,OH,45230,39.082895,-84.359217,GRANTHAM WY Cincinnati,OH,4523,39.82895,-84.359217,21,Car-Dependent
COBBLESTONE CT, Cincinnati,COBBLESTONE CT Cincinnati,OH,45244,39.093874,-84.354914,COBBLESTONE CT Cincinnati,OH,45244,39.93874,-84.354914,5,Car-Dependent
JAMESHILL DR, Cincinnati,JAMESHILL DR Cincinnati,OH,45230,39.068836,-84.357862,JAMESHILL DR Cincinnati,OH,4523,39.68836,-84.357862,47,Car-Dependent
HAMILTONHILLS DR, Cincinnati,HAMILTONHILLS DR Cincinnati,OH,45244,39.226729,-84.54879,HAMILTONHILLS DR Cincinnati,OH,45244,39.226729,-84.54879,73,Very Walkable
TICONDEROGA CT, Cincinnati,TICONDEROGA CT Cincinnati,OH,45230,39.070959,-84.35593,5,Car-Dependent,,,,,
WOODCROFT DR, Cincinnati,WOODCROFT DR Cincinnati,OH,45230,39.063511,-84.355324,3,Car-Dependent,,,,,
ENGLISHGARDEN LN, Cincinnati,ENGLISHGARDEN LN Cincinnati,OH,0,39.070287,-84.358292,ENGLISHGARDEN LN Cincinnati,OH,,39.7287,-84.358292,51,Somewhat Walkable
RIVERBY RD, Cincinnati,RIVERBY RD Cincinnati,OH,45255,39.044478,-84.358134,RIVERBY RD Cincinnati,OH,45255,39.44478,-84.358134,,Car-Dependent
CEDARPOINT DR, Cincinnati,CEDARPOINT DR Cincinnati,OH,45230,39.064783,-84.385526,CEDARPOINT DR Cincinnati,OH,4523,39.64783,-84.385526,4,Car-Dependent
GINGER LN, Cincinnati,GINGER LN Cincinnati,OH,45244,39.094837,-84.346482,2,Car-Dependent,,,,,
KINGSTONHILL CT, Cincinnati,KINGSTONHILL CT Cincinnati,OH,0,39.090354,-84.348017,4,Car-Dependent,,,,,
ELDERWOOD DR, Cincinnati,ELDERWOOD DR Cincinnati,OH,45255,39.059874,-84.330494,ELDERWOOD DR Cincinnati,OH,45255,39.59874,-84.33494,5,Car-Dependent
PAWTUCKET DR, Cincinnati,PAWTUCKET DR Cincinnati,OH,0,39.081423,-84.346923,PAWTUCKET DR Cincinnati,OH,,39.81423,-84.346923,39,Car-Dependent
FIVEMILE RD, Cincinnati,FIVEMILE RD Cincinnati,OH,45255,39.064326,-84.348642,FIVEMILE RD Cincinnati,OH,4523,39.4579,-84.393774,11,Car-Dependent
ANDERSONOAKS DR, Cincinnati,ANDERSONOAKS DR Cincinnati,OH,45255,39.06587,-84.330309,ANDERSONOAKS DR Cincinnati,OH,45255,39.6587,-84.3339,5,Car-Dependent
FOXTRAIL LN, Cincinnati,FOXTRAIL LN Cincinnati,OH,45255,39.060471,-84.347289,1,Car-Dependent,,,,,
COLDBROOK LN, Cincinnati,COLDBROOK LN Cincinnati,OH,45255,39.067683,-84.343609,31,Car-Dependent,,,,,
MAJESTIC CT, Cincinnati,MAJESTIC CT Cincinnati,OH,0,39.09352,-84.337171,MAJESTIC CT Cincinnati,OH,,39.9352,-84.337171,4,Car-Dependent
STRATHCOMA DR, Cincinnati,STRATHCOMA DR Cincinnati,OH,45255,39.061912,-84.339694,STRATHCOMA DR Cincinnati,OH,45255,39.61912,-84.339694,7,Car-Dependent
AYERDAYL LN, Cincinnati,AYERDAYL LN Cincinnati,OH,45255,39.069822,-84.338272,AYERDAYL LN Cincinnati,OH,45255,39.69822,-84.338272,56,Somewhat Walkable
STATE RD, Cincinnati,STATE RD Cincinnati,OH,45255,39.080938,-84.335853,33,Car-Dependent,,,,,
HEATHERGLEN DR, Cincinnati,HEATHERGLEN DR Cincinnati,OH,45255,39.084722,-84.33359,9,Car-Dependent,,,,,
CABINET CR, Cincinnati,CABINET CR Cincinnati,OH,45244,39.103662,-84.328484,CABINET CR Cincinnati,OH,45244,39.13662,-84.328484,3,Car-Dependent
BONANZA LN, Cincinnati,BONANZA LN Cincinnati,OH,45255,39.082651,-84.326169,BONANZA LN Cincinnati,OH,45255,39.82651,-84.326169,28,Car-Dependent
FOXVALLEY CT, Cincinnati,FOXVALLEY CT Cincinnati,OH,45230,39.064072,-84.362807,FOXVALLEY CT Cincinnati,OH,4523,39.6472,-84.36287,11,Car-Dependent
CAPITOL DR, Cincinnati,CAPITOL DR Cincinnati,OH,45244,39.106008,-84.323994,4,Car-Dependent,,,,,
PATTON AVE, Cincinnati,PATTON AVE Cincinnati,OH,45255,39.084596,-84.325194,PATTON AVE Cincinnati,OH,45255,39.84596,-84.325194,27,Car-Dependent
INDIANTRACE CT, Cincinnati,INDIANTRACE CT Cincinnati,OH,45255,39.063248,-84.343689,INDIANTRACE CT Cincinnati,OH,45255,39.63248,-84.343689,16,Car-Dependent
SHENSTONE DR, Cincinnati,SHENSTONE DR Cincinnati,OH,45255,39.075189,-84.319288,58,Somewhat Walkable,,,,,
NOTTINGWOOD DR, Cincinnati,NOTTINGWOOD DR Cincinnati,OH,45255,39.067775,-84.318169,3,Car-Dependent,,,,,
PASTORAL LN, Cincinnati,PASTORAL LN Cincinnati,OH,45244,39.109126,-84.309848,41,Car-Dependent,,,,,
GLENROSE LN, Cincinnati,GLENROSE LN Cincinnati,OH,45244,39.099587,-84.311029,6,Car-Dependent,,,,,
SUSANVIEW LN, Cincinnati,SUSANVIEW LN Cincinnati,OH,45244,39.117969,-84.309838,SUSANVIEW LN Cincinnati,OH,45244,39.117969,-84.39838,14,Car-Dependent
APPLEBLOSSOM LN, Cincinnati,APPLEBLOSSOM LN Cincinnati,OH,45244,39.121667,-84.307422,APPLEBLOSSOM LN Cincinnati,OH,45244,39.121667,-84.37422,9,Car-Dependent
KOSZO DR, Cincinnati,KOSZO DR Cincinnati,OH,0,39.066061,-84.313724,KOSZO DR Cincinnati,OH,,39.6661,-84.313724,26,Car-Dependent
ACKLEY RD, Cincinnati,ACKLEY RD Cincinnati,OH,45255,39.062811,-84.335005,4,Car-Dependent,,,,,
FENCHURCH CT, Cincinnati,FENCHURCH CT Cincinnati,OH,45230,39.065519,-84.367927,FENCHURCH CT Cincinnati,OH,4523,39.65519,-84.367927,17,Car-Dependent
PINEWELL DR, Cincinnati,PINEWELL DR Cincinnati,OH,0,39.113516,-84.262591,7,Car-Dependent,,,,,
PAMELA DR, Cincinnati,PAMELA DR Cincinnati,OH,45255,39.063259,-84.321293,PAMELA DR Cincinnati,OH,,39.67811,-84.32753,41,Car-Dependent
LATIFF LN, Cincinnati,LATIFF LN Cincinnati,OH,45230,39.067404,-84.378525,LATIFF LN Cincinnati,OH,4523,39.6744,-84.378525,19,Car-Dependent
CHESTERTON WY, Cincinnati,CHESTERTON WY Cincinnati,OH,45230,39.294362,-84.451999,CHESTERTON WY Cincinnati,OH,4523,39.294362,-84.451999,28,Car-Dependent
ANDERSONGLEN DR, Cincinnati,ANDERSONGLEN DR Cincinnati,OH,0,39.111703,-84.616568,ANDERSONGLEN DR Cincinnati,OH,,39.11173,-84.616568,24,Car-Dependent
STREAMVIEW CT, Cincinnati,STREAMVIEW CT Cincinnati,OH,45255,39.067506,-84.34388,STREAMVIEW CT Cincinnati,OH,45255,39.6756,-84.34388,4,Car-Dependent
ERKENBRECHER AVE, Cincinnati,ERKENBRECHER AVE Cincinnati,OH,0,39.14186,-84.499476,6,Somewhat Walkable,Somewhat Bikeable,39,5,Good Transit,
MUSCOGEE ST, Cincinnati,MUSCOGEE ST Cincinnati,OH,45215,39.214451,-84.461025,MUSCOGEE ST Cincinnati,OH,45216,39.215592,-84.46821,17,Car-Dependent
GLENROSE AVE, Cincinnati,GLENROSE AVE Cincinnati,OH,45215,39.098288,-84.301708,GLENROSE AVE Cincinnati,OH,45215,39.98288,-84.3178,3,Car-Dependent
HICKORY ST, Cincinnati,HICKORY ST Cincinnati,OH,0,39.112657,-84.269568,7,Somewhat Walkable,Somewhat Bikeable,47,5,Good Transit,
BAXTER AVE, Cincinnati,BAXTER AVE Cincinnati,OH,45220,39.150316,-84.505017,32,Car-Dependent,Somewhat Bikeable,21,42,Some Transit,
LOSSING ST, Cincinnati,LOSSING ST Cincinnati,OH,45220,39.150089,-84.509329,28,Car-Dependent,Somewhat Bikeable,2,41,Some Transit,
VANANTWERP PL, Cincinnati,VANANTWERP PL Cincinnati,OH,45229,39.14726,-84.493785,VANANTWERP PL Cincinnati,OH,45229,39.14726,-84.493785,53,Somewhat Walkable
DICK ST, Cincinnati,DICK ST Cincinnati,OH,45220,39.148511,-84.506015,38,Car-Dependent,Somewhat Bikeable,22,45,Some Transit,
NORWICH AVE, Cincinnati,NORWICH AVE Cincinnati,OH,45220,39.149656,-84.506245,NORWICH AVE Cincinnati,OH,4522,39.149656,-84.56245,32,Car-Dependent
FORESTPARK DR, Cincinnati,FORESTPARK DR Cincinnati,OH,45229,39.149136,-84.500218,FORESTPARK DR Cincinnati,OH,45229,39.149136,-84.5218,49,Car-Dependent
FORESTPARK DR, Cincinnati,FORESTPARK DR Cincinnati,OH,0,39.149225,-84.500068,FORESTPARK DR Cincinnati,OH,45229,39.149136,-84.5218,49,Car-Dependent
ALTER PL, Cincinnati,ALTER PL Cincinnati,OH,45229,39.151131,-84.488689,47,Car-Dependent,Somewhat Bikeable,46,46,Some Transit,
DUNKIRK ST, Cincinnati,DUNKIRK ST Cincinnati,OH,45220,39.151712,-84.505865,16,Car-Dependent,Somewhat Bikeable,1,43,Some Transit,
